state_name,state_fips,state_abbrev,county_name,county_fips,year,month,total_claims
New Jersey,34,NJ,Camden,34007,2016,4,"4,919"
New Jersey,34,NJ,Camden,34007,2016,5,"4,727"
New Jersey,34,NJ,Camden,34007,2016,6,"4,827"
New Jersey,34,NJ,Camden,34007,2016,7,"5,922"
New Jersey,34,NJ,Camden,34007,2016,8,"5,993"
New Jersey,34,NJ,Camden,34007,2016,9,"4,663"
New Jersey,34,NJ,Camden,34007,2016,10,"4,509"
New Jersey,34,NJ,Camden,34007,2016,11,"4,705"
New Jersey,34,NJ,Camden,34007,2016,12,"4,984"
New Jersey,34,NJ,Camden,34007,2017,1,"6,040"
New Jersey,34,NJ,Camden,34007,2017,2,"5,979"
New Jersey,34,NJ,Camden,34007,2017,3,"5,872"
New Jersey,34,NJ,Camden,34007,2017,4,"5,134"
New Jersey,34,NJ,Camden,34007,2017,5,"4,880"
New Jersey,34,NJ,Camden,34007,2017,6,"4,759"
New Jersey,34,NJ,Camden,34007,2017,7,"5,982"
New Jersey,34,NJ,Camden,34007,2017,8,"6,012"
New Jersey,34,NJ,Camden,34007,2017,9,"4,684"
New Jersey,34,NJ,Camden,34007,2017,10,"4,493"
New Jersey,34,NJ,Camden,34007,2017,11,"4,590"
New Jersey,34,NJ,Camden,34007,2017,12,"4,876"
New Jersey,34,NJ,Camden,34007,2018,1,"5,959"
New Jersey,34,NJ,Camden,34007,2018,2,"5,778"
New Jersey,34,NJ,Camden,34007,2018,3,"5,519"
New Jersey,34,NJ,Camden,34007,2018,4,"4,813"
New Jersey,34,NJ,Camden,34007,2018,5,"4,458"
New Jersey,34,NJ,Camden,34007,2018,6,"4,482"
New Jersey,34,NJ,Camden,34007,2018,7,"5,767"
New Jersey,34,NJ,Camden,34007,2018,8,"5,877"
New Jersey,34,NJ,Camden,34007,2018,9,"4,309"
New Jersey,34,NJ,Camden,34007,2018,10,"4,080"
New Jersey,34,NJ,Camden,34007,2018,11,"4,321"
New Jersey,34,NJ,Camden,34007,2018,12,"4,510"
New Jersey,34,NJ,Camden,34007,2019,1,"5,544"
New Jersey,34,NJ,Camden,34007,2019,2,"5,844"
New Jersey,34,NJ,Camden,34007,2019,3,"5,490"
New Jersey,34,NJ,Camden,34007,2019,4,"4,695"
New Jersey,34,NJ,Camden,34007,2019,5,"4,371"
New Jersey,34,NJ,Camden,34007,2019,6,"4,493"
New Jersey,34,NJ,Camden,34007,2019,7,"5,800"
New Jersey,34,NJ,Camden,34007,2019,8,"5,817"
New Jersey,34,NJ,Camden,34007,2019,9,"4,440"
New Jersey,34,NJ,Camden,34007,2019,10,"4,308"
New Jersey,34,NJ,Camden,34007,2019,11,"4,518"
New Jersey,34,NJ,Camden,34007,2019,12,"4,802"
New Jersey,34,NJ,Camden,34007,2020,1,"5,642"
New Jersey,34,NJ,Cape May,34009,2016,1,"4,466"
New Jersey,34,NJ,Cape May,34009,2016,2,"4,430"
New Jersey,34,NJ,Cape May,34009,2016,3,"3,854"
New Jersey,34,NJ,Cape May,34009,2016,4,"2,120"
New Jersey,34,NJ,Cape May,34009,2016,5,966
New Jersey,34,NJ,Cape May,34009,2016,6,618
New Jersey,34,NJ,Cape May,34009,2016,7,584
New Jersey,34,NJ,Cape May,34009,2016,8,603
New Jersey,34,NJ,Cape May,34009,2016,9,584
New Jersey,34,NJ,Cape May,34009,2016,10,"1,371"
New Jersey,34,NJ,Cape May,34009,2016,11,"2,911"
New Jersey,34,NJ,Cape May,34009,2016,12,"3,466"
New Jersey,34,NJ,Cape May,34009,2017,1,"4,341"
New Jersey,34,NJ,Cape May,34009,2017,2,"4,173"
New Jersey,34,NJ,Cape May,34009,2017,3,"3,585"
New Jersey,34,NJ,Cape May,34009,2017,4,"2,067"
New Jersey,34,NJ,Cape May,34009,2017,5,993
New Jersey,34,NJ,Cape May,34009,2017,6,617
New Jersey,34,NJ,Cape May,34009,2017,7,632
New Jersey,34,NJ,Cape May,34009,2017,8,631
New Jersey,34,NJ,Cape May,34009,2017,9,632
New Jersey,34,NJ,Cape May,34009,2017,10,"1,255"
New Jersey,34,NJ,Cape May,34009,2017,11,"2,768"
New Jersey,34,NJ,Cape May,34009,2017,12,"3,350"
New Jersey,34,NJ,Cape May,34009,2018,1,"4,279"
New Jersey,34,NJ,Cape May,34009,2018,2,"4,011"
New Jersey,34,NJ,Cape May,34009,2018,3,"3,389"
New Jersey,34,NJ,Cape May,34009,2018,4,"2,088"
New Jersey,34,NJ,Cape May,34009,2018,5,884
New Jersey,34,NJ,Cape May,34009,2018,6,488
New Jersey,34,NJ,Cape May,34009,2018,7,506
New Jersey,34,NJ,Cape May,34009,2018,8,533
New Jersey,34,NJ,Cape May,34009,2018,9,507
New Jersey,34,NJ,Cape May,34009,2018,10,"1,060"
New Jersey,34,NJ,Cape May,34009,2018,11,"2,578"
New Jersey,34,NJ,Cape May,34009,2018,12,"3,131"
New Jersey,34,NJ,Cape May,34009,2019,1,"4,129"
New Jersey,34,NJ,Cape May,34009,2019,2,"4,034"
New Jersey,34,NJ,Cape May,34009,2019,3,"3,469"
New Jersey,34,NJ,Cape May,34009,2019,4,"2,197"
New Jersey,34,NJ,Cape May,34009,2019,5,760
New Jersey,34,NJ,Cape May,34009,2019,6,514
New Jersey,34,NJ,Cape May,34009,2019,7,532
New Jersey,34,NJ,Cape May,34009,2019,8,497
New Jersey,34,NJ,Cape May,34009,2019,9,491
New Jersey,34,NJ,Cape May,34009,2019,10,965
New Jersey,34,NJ,Cape May,34009,2019,11,"2,496"
New Jersey,34,NJ,Cape May,34009,2019,12,"3,104"
New Jersey,34,NJ,Cape May,34009,2020,1,"4,081"
New Jersey,34,NJ,Cumberland,34011,2016,1,"3,064"
New Jersey,34,NJ,Cumberland,34011,2016,2,"3,224"
New Jersey,34,NJ,Cumberland,34011,2016,3,"2,927"
New Jersey,34,NJ,Cumberland,34011,2016,4,"2,175"
New Jersey,34,NJ,Cumberland,34011,2016,5,"1,790"
New Jersey,34,NJ,Cumberland,34011,2016,6,"1,704"
New Jersey,34,NJ,Cumberland,34011,2016,7,"2,013"
New Jersey,34,NJ,Cumberland,34011,2016,8,"1,994"
New Jersey,34,NJ,Cumberland,34011,2016,9,"1,518"
New Jersey,34,NJ,Cumberland,34011,2016,10,"1,555"
New Jersey,34,NJ,Cumberland,34011,2016,11,"1,828"
New Jersey,34,NJ,Cumberland,34011,2016,12,"2,334"
New Jersey,34,NJ,Cumberland,34011,2017,1,"2,922"
New Jersey,34,NJ,Cumberland,34011,2017,2,"2,920"
New Jersey,34,NJ,Cumberland,34011,2017,3,"2,696"
New Jersey,34,NJ,Cumberland,34011,2017,4,"2,084"
New Jersey,34,NJ,Cumberland,34011,2017,5,"1,773"
New Jersey,34,NJ,Cumberland,34011,2017,6,"1,695"
New Jersey,34,NJ,Cumberland,34011,2017,7,"2,102"
New Jersey,34,NJ,Cumberland,34011,2017,8,"2,269"
New Jersey,34,NJ,Cumberland,34011,2017,9,"1,682"
New Jersey,34,NJ,Cumberland,34011,2017,10,"1,670"
New Jersey,34,NJ,Cumberland,34011,2017,11,"1,919"
New Jersey,34,NJ,Cumberland,34011,2017,12,"2,368"
New Jersey,34,NJ,Cumberland,34011,2018,1,"3,165"
New Jersey,34,NJ,Cumberland,34011,2018,2,"2,967"
New Jersey,34,NJ,Cumberland,34011,2018,3,"2,675"
New Jersey,34,NJ,Cumberland,34011,2018,4,"2,130"
New Jersey,34,NJ,Cumberland,34011,2018,5,"1,637"
New Jersey,34,NJ,Cumberland,34011,2018,6,"1,555"
New Jersey,34,NJ,Cumberland,34011,2018,7,"1,951"
New Jersey,34,NJ,Cumberland,34011,2018,8,"2,048"
New Jersey,34,NJ,Cumberland,34011,2018,9,"1,624"
New Jersey,34,NJ,Cumberland,34011,2018,10,"1,454"
New Jersey,34,NJ,Cumberland,34011,2018,11,"1,718"
New Jersey,34,NJ,Cumberland,34011,2018,12,"2,131"
New Jersey,34,NJ,Cumberland,34011,2019,1,"2,683"
New Jersey,34,NJ,Cumberland,34011,2019,2,"2,854"
New Jersey,34,NJ,Cumberland,34011,2019,3,"2,578"
New Jersey,34,NJ,Cumberland,34011,2019,4,"1,939"
New Jersey,34,NJ,Cumberland,34011,2019,5,"1,611"
New Jersey,34,NJ,Cumberland,34011,2019,6,"1,536"
New Jersey,34,NJ,Cumberland,34011,2019,7,"2,062"
New Jersey,34,NJ,Cumberland,34011,2019,8,"1,996"
New Jersey,34,NJ,Cumberland,34011,2019,9,"1,520"
New Jersey,34,NJ,Cumberland,34011,2019,10,"1,536"
New Jersey,34,NJ,Cumberland,34011,2019,11,"1,778"
New Jersey,34,NJ,Cumberland,34011,2019,12,"2,214"
New Jersey,34,NJ,Cumberland,34011,2020,1,"2,762"
New Jersey,34,NJ,Essex,34013,2016,1,"9,283"
New Jersey,34,NJ,Essex,34013,2016,2,"9,303"
New Jersey,34,NJ,Essex,34013,2016,3,"8,828"
New Jersey,34,NJ,Essex,34013,2016,4,"8,327"
New Jersey,34,NJ,Essex,34013,2016,5,"7,676"
New Jersey,34,NJ,Essex,34013,2016,6,"7,537"
New Jersey,34,NJ,Essex,34013,2016,7,"9,398"
New Jersey,34,NJ,Essex,34013,2016,8,"9,522"
New Jersey,34,NJ,Essex,34013,2016,9,"7,349"
New Jersey,34,NJ,Essex,34013,2016,10,"7,086"
New Jersey,34,NJ,Essex,34013,2016,11,"7,045"
New Jersey,34,NJ,Essex,34013,2016,12,"7,462"
New Jersey,34,NJ,Essex,34013,2017,1,"8,961"
New Jersey,34,NJ,Essex,34013,2017,2,"8,740"
New Jersey,34,NJ,Essex,34013,2017,3,"8,898"
New Jersey,34,NJ,Essex,34013,2017,4,"8,445"
New Jersey,34,NJ,Essex,34013,2017,5,"7,552"
New Jersey,34,NJ,Essex,34013,2017,6,"7,808"
New Jersey,34,NJ,Essex,34013,2017,7,"9,657"
New Jersey,34,NJ,Essex,34013,2017,8,"9,608"
New Jersey,34,NJ,Essex,34013,2017,9,"7,488"
New Jersey,34,NJ,Essex,34013,2017,10,"7,197"
New Jersey,34,NJ,Essex,34013,2017,11,"7,159"
New Jersey,34,NJ,Essex,34013,2017,12,"7,336"
New Jersey,34,NJ,Essex,34013,2018,1,"8,866"
New Jersey,34,NJ,Essex,34013,2018,2,"8,583"
New Jersey,34,NJ,Essex,34013,2018,3,"8,619"
New Jersey,34,NJ,Essex,34013,2018,4,"7,705"
New Jersey,34,NJ,Essex,34013,2018,5,"7,266"
New Jersey,34,NJ,Essex,34013,2018,6,"7,670"
New Jersey,34,NJ,Essex,34013,2018,7,"9,390"
New Jersey,34,NJ,Essex,34013,2018,8,"9,377"
New Jersey,34,NJ,Essex,34013,2018,9,"7,313"
New Jersey,34,NJ,Essex,34013,2018,10,"6,958"
New Jersey,34,NJ,Essex,34013,2018,11,"6,961"
New Jersey,34,NJ,Essex,34013,2018,12,"6,899"
New Jersey,34,NJ,Essex,34013,2019,1,"8,318"
New Jersey,34,NJ,Essex,34013,2019,2,"8,390"
New Jersey,34,NJ,Essex,34013,2019,3,"8,372"
New Jersey,34,NJ,Essex,34013,2019,4,"7,404"
New Jersey,34,NJ,Essex,34013,2019,5,"7,078"
New Jersey,34,NJ,Essex,34013,2019,6,"7,536"
New Jersey,34,NJ,Essex,34013,2019,7,"9,271"
New Jersey,34,NJ,Essex,34013,2019,8,"9,246"
New Jersey,34,NJ,Essex,34013,2019,9,"7,383"
New Jersey,34,NJ,Essex,34013,2019,10,"7,022"
New Jersey,34,NJ,Essex,34013,2019,11,"7,068"
New Jersey,34,NJ,Essex,34013,2019,12,"7,460"
New Jersey,34,NJ,Essex,34013,2020,1,"8,651"
New Jersey,34,NJ,Gloucester,34015,2016,1,"3,483"
New Jersey,34,NJ,Gloucester,34016,2016,2,"3,513"
New Jersey,34,NJ,Gloucester,34017,2016,3,"3,086"
New Jersey,34,NJ,Gloucester,34018,2016,4,"2,463"
New Jersey,34,NJ,Gloucester,34019,2016,5,"2,456"
New Jersey,34,NJ,Gloucester,34020,2016,6,"2,573"
New Jersey,34,NJ,Gloucester,34021,2016,7,"3,182"
New Jersey,34,NJ,Gloucester,34022,2016,8,"3,133"
New Jersey,34,NJ,Gloucester,34023,2016,9,"2,255"
New Jersey,34,NJ,Gloucester,34024,2016,10,"2,206"
New Jersey,34,NJ,Gloucester,34025,2016,11,"2,506"
New Jersey,34,NJ,Gloucester,34026,2016,12,"2,692"
New Jersey,34,NJ,Gloucester,34027,2017,1,"3,347"
New Jersey,34,NJ,Gloucester,34028,2017,2,"3,283"
New Jersey,34,NJ,Gloucester,34029,2017,3,"3,109"
New Jersey,34,NJ,Gloucester,34030,2017,4,"2,581"
New Jersey,34,NJ,Gloucester,34031,2017,5,"2,527"
New Jersey,34,NJ,Gloucester,34032,2017,6,"2,528"
New Jersey,34,NJ,Gloucester,34033,2017,7,"3,272"
New Jersey,34,NJ,Gloucester,34034,2017,8,"3,196"
New Jersey,34,NJ,Gloucester,34035,2017,9,"2,326"
New Jersey,34,NJ,Gloucester,34036,2017,10,"2,363"
New Jersey,34,NJ,Gloucester,34037,2017,11,"2,467"
New Jersey,34,NJ,Gloucester,34038,2017,12,"2,573"
New Jersey,34,NJ,Gloucester,34039,2018,1,"3,444"
New Jersey,34,NJ,Gloucester,34040,2018,2,"3,129"
New Jersey,34,NJ,Gloucester,34041,2018,3,"2,890"
New Jersey,34,NJ,Gloucester,34042,2018,4,"2,471"
New Jersey,34,NJ,Gloucester,34043,2018,5,"2,199"
New Jersey,34,NJ,Gloucester,34044,2018,6,"2,277"
New Jersey,34,NJ,Gloucester,34045,2018,7,"3,085"
New Jersey,34,NJ,Gloucester,34046,2018,8,"3,036"
New Jersey,34,NJ,Gloucester,34047,2018,9,"2,104"
New Jersey,34,NJ,Gloucester,34048,2018,10,"1,974"
New Jersey,34,NJ,Gloucester,34049,2018,11,"2,244"
New Jersey,34,NJ,Gloucester,34050,2018,12,"2,394"
New Jersey,34,NJ,Gloucester,34051,2019,1,"3,080"
New Jersey,34,NJ,Gloucester,34052,2019,2,"3,234"
New Jersey,34,NJ,Gloucester,34053,2019,3,"2,941"
New Jersey,34,NJ,Gloucester,34054,2019,4,"2,353"
New Jersey,34,NJ,Gloucester,34055,2019,5,"2,227"
New Jersey,34,NJ,Gloucester,34056,2019,6,"2,371"
New Jersey,34,NJ,Gloucester,34057,2019,7,"3,142"
New Jersey,34,NJ,Gloucester,34058,2019,8,"3,085"
New Jersey,34,NJ,Gloucester,34059,2019,9,"2,171"
New Jersey,34,NJ,Gloucester,34060,2019,10,"2,118"
New Jersey,34,NJ,Gloucester,34061,2019,11,"2,339"
New Jersey,34,NJ,Gloucester,34062,2019,12,"2,617"
New Jersey,34,NJ,Gloucester,34063,2020,1,"3,236"
New Jersey,34,NJ,Hudson,34017,2016,1,"5,952"
New Jersey,34,NJ,Hudson,34018,2016,2,"6,175"
New Jersey,34,NJ,Hudson,34019,2016,3,"5,970"
New Jersey,34,NJ,Hudson,34020,2016,4,"5,560"
New Jersey,34,NJ,Hudson,34021,2016,5,"5,388"
New Jersey,34,NJ,Hudson,34022,2016,6,"5,150"
New Jersey,34,NJ,Hudson,34023,2016,7,"6,146"
New Jersey,34,NJ,Hudson,34024,2016,8,"6,434"
New Jersey,34,NJ,Hudson,34025,2016,9,"5,154"
New Jersey,34,NJ,Hudson,34026,2016,10,"4,857"
New Jersey,34,NJ,Hudson,34027,2016,11,"4,875"
New Jersey,34,NJ,Hudson,34028,2016,12,"4,944"
New Jersey,34,NJ,Hudson,34029,2017,1,"5,754"
New Jersey,34,NJ,Hudson,34030,2017,2,"5,809"
New Jersey,34,NJ,Hudson,34031,2017,3,"5,925"
New Jersey,34,NJ,Hudson,34032,2017,4,"5,526"
New Jersey,34,NJ,Hudson,34033,2017,5,"5,309"
New Jersey,34,NJ,Hudson,34034,2017,6,"5,284"
New Jersey,34,NJ,Hudson,34035,2017,7,"6,331"
New Jersey,34,NJ,Hudson,34036,2017,8,"6,414"
New Jersey,34,NJ,Hudson,34037,2017,9,"5,003"
New Jersey,34,NJ,Hudson,34038,2017,10,"4,666"
New Jersey,34,NJ,Hudson,34039,2017,11,"4,721"
New Jersey,34,NJ,Hudson,34040,2017,12,"4,804"
New Jersey,34,NJ,Hudson,34041,2018,1,"5,761"
New Jersey,34,NJ,Hudson,34042,2018,2,"5,628"
New Jersey,34,NJ,Hudson,34043,2018,3,"5,691"
New Jersey,34,NJ,Hudson,34044,2018,4,"5,189"
New Jersey,34,NJ,Hudson,34045,2018,5,"4,930"
New Jersey,34,NJ,Hudson,34046,2018,6,"4,802"
New Jersey,34,NJ,Hudson,34047,2018,7,"5,962"
New Jersey,34,NJ,Hudson,34048,2018,8,"5,793"
New Jersey,34,NJ,Hudson,34049,2018,9,"4,423"
New Jersey,34,NJ,Hudson,34050,2018,10,"4,221"
New Jersey,34,NJ,Hudson,34051,2018,11,"4,296"
New Jersey,34,NJ,Hudson,34052,2018,12,"4,254"
New Jersey,34,NJ,Hudson,34053,2019,1,"5,210"
New Jersey,34,NJ,Hudson,34054,2019,2,"5,427"
New Jersey,34,NJ,Hudson,34055,2019,3,"5,173"
New Jersey,34,NJ,Hudson,34056,2019,4,"4,501"
New Jersey,34,NJ,Hudson,34057,2019,5,"4,480"
New Jersey,34,NJ,Hudson,34058,2019,6,"4,593"
New Jersey,34,NJ,Hudson,34059,2019,7,"5,621"
New Jersey,34,NJ,Hudson,34060,2019,8,"5,606"
New Jersey,34,NJ,Hudson,34061,2019,9,"4,270"
New Jersey,34,NJ,Hudson,34062,2019,10,"4,261"
New Jersey,34,NJ,Hudson,34063,2019,11,"4,450"
New Jersey,34,NJ,Hudson,34064,2019,12,"4,458"
New Jersey,34,NJ,Hudson,34065,2020,1,"5,381"
New Jersey,34,NJ,Hunterdon,34019,2016,1,"1,148"
New Jersey,34,NJ,Hunterdon,34020,2016,2,"1,186"
New Jersey,34,NJ,Hunterdon,34021,2016,3,"1,028"
New Jersey,34,NJ,Hunterdon,34022,2016,4,810
New Jersey,34,NJ,Hunterdon,34023,2016,5,760
New Jersey,34,NJ,Hunterdon,34024,2016,6,740
New Jersey,34,NJ,Hunterdon,34025,2016,7,898
New Jersey,34,NJ,Hunterdon,34026,2016,8,889
New Jersey,34,NJ,Hunterdon,34027,2016,9,671
