state_name,state_fips,state_abbrev,county_name,county_fips,year,month,initial_claims,continued_claims
Pennsylvania,42,PA,Monroe,42089,2019,1,1080,6720
Pennsylvania,42,PA,Monroe,42089,2020,1,920,6950
Pennsylvania,42,PA,Monroe,42089,2020,12,1250,6830
Pennsylvania,42,PA,Montgomery,42091,2019,1,4220,25350
Pennsylvania,42,PA,Montgomery,42091,2020,1,3880,24460
Pennsylvania,42,PA,Montgomery,42091,2020,12,3960,23550
Pennsylvania,42,PA,Montour,42093,2019,1,110,770
Pennsylvania,42,PA,Montour,42093,2020,1,110,710
Pennsylvania,42,PA,Montour,42093,2020,12,180,680
Pennsylvania,42,PA,Northampton,42095,2019,1,2070,11730
Pennsylvania,42,PA,Northampton,42095,2020,1,1740,11650
Pennsylvania,42,PA,Northampton,42095,2020,12,2470,11040
Pennsylvania,42,PA,Northumberland,42097,2019,1,1120,6490
Pennsylvania,42,PA,Northumberland,42097,2020,1,1110,6540
Pennsylvania,42,PA,Northumberland,42097,2020,12,1320,6270
Pennsylvania,42,PA,Perry,42099,2019,1,440,2020
Pennsylvania,42,PA,Perry,42099,2020,1,370,2160
Pennsylvania,42,PA,Perry,42099,2020,12,470,2100
Pennsylvania,42,PA,Philadelphia,42101,2019,1,8970,60960
Pennsylvania,42,PA,Philadelphia,42101,2020,1,9010,61460
Pennsylvania,42,PA,Philadelphia,42101,2020,12,8450,66370
Pennsylvania,42,PA,Pike,42103,2019,1,270,1600
Pennsylvania,42,PA,Pike,42103,2020,1,240,1640
Pennsylvania,42,PA,Pike,42103,2020,12,310,1650
Pennsylvania,42,PA,Potter,42105,2019,1,180,1180
Pennsylvania,42,PA,Potter,42105,2020,1,210,1230
Pennsylvania,42,PA,Potter,42105,2020,12,230,1190
Pennsylvania,42,PA,Schuylkill,42107,2019,1,1590,8360
Pennsylvania,42,PA,Schuylkill,42107,2020,1,1350,7780
Pennsylvania,42,PA,Schuylkill,42107,2020,12,1660,7730
Pennsylvania,42,PA,Snyder,42109,2019,1,510,2330
Pennsylvania,42,PA,Snyder,42109,2020,1,500,2710
Pennsylvania,42,PA,Snyder,42109,2020,12,720,2570
Pennsylvania,42,PA,Somerset,42111,2019,1,970,5210
Pennsylvania,42,PA,Somerset,42111,2020,1,850,5530
Pennsylvania,42,PA,Somerset,42111,2020,12,1200,5600
Pennsylvania,42,PA,Sullivan,42113,2019,1,40,310
Pennsylvania,42,PA,Sullivan,42113,2020,1,60,430
Pennsylvania,42,PA,Sullivan,42113,2020,12,70,460
Pennsylvania,42,PA,Susquehanna,42115,2019,1,350,1850
Pennsylvania,42,PA,Susquehanna,42115,2020,1,310,1980
Pennsylvania,42,PA,Susquehanna,42115,2020,12,380,1870
Pennsylvania,42,PA,Tioga,42117,2019,1,340,2350
Pennsylvania,42,PA,Tioga,42117,2020,1,390,2520
Pennsylvania,42,PA,Tioga,42117,2020,12,530,2560
Pennsylvania,42,PA,Union,42119,2019,1,350,1720
Pennsylvania,42,PA,Union,42119,2020,1,400,1860
Pennsylvania,42,PA,Union,42119,2020,12,570,1500
Pennsylvania,42,PA,Venango,42121,2019,1,420,2280
Pennsylvania,42,PA,Venango,42121,2020,1,470,2720
Pennsylvania,42,PA,Venango,42121,2020,12,460,2510
Pennsylvania,42,PA,Warren,42123,2019,1,270,1730
Pennsylvania,42,PA,Warren,42123,2020,1,290,1760
Pennsylvania,42,PA,Warren,42123,2020,12,280,1820
Pennsylvania,42,PA,Washington,42125,2019,1,1970,10040
Pennsylvania,42,PA,Washington,42125,2020,1,1880,11490
Pennsylvania,42,PA,Washington,42125,2020,12,2070,11280
Pennsylvania,42,PA,Wayne,42127,2019,1,510,2840
Pennsylvania,42,PA,Wayne,42127,2020,1,440,2930
Pennsylvania,42,PA,Wayne,42127,2020,12,650,2660
Pennsylvania,42,PA,Westmoreland,42129,2019,1,3640,19460
Pennsylvania,42,PA,Westmoreland,42129,2020,1,3670,20920
Pennsylvania,42,PA,Westmoreland,42129,2020,12,4310,19370
Pennsylvania,42,PA,Wyoming,42131,2019,1,310,1760
Pennsylvania,42,PA,Wyoming,42131,2020,1,320,1850
Pennsylvania,42,PA,Wyoming,42131,2020,12,360,1660
Pennsylvania,42,PA,York,42133,2019,1,3030,15850
Pennsylvania,42,PA,York,42133,2020,1,2860,17120
Pennsylvania,42,PA,York,42133,2020,12,4280,16710
Pennsylvania,43,PA,BERKS,42001,2020,3,26030,27030
Pennsylvania,44,PA,BUCKS,42003,2020,3,25380,35510
Pennsylvania,45,PA,CENTRE,42005,2020,3,5000,6870
Pennsylvania,46,PA,CLINTON,42007,2020,3,1690,3440
Pennsylvania,47,PA,COLUMBIA,42009,2020,3,3240,5470
Pennsylvania,48,PA,LYCOMING,42011,2020,3,5370,10450
Pennsylvania,49,PA,MIFFLIN,42013,2020,3,2160,3820
Pennsylvania,50,PA,MONTOUR,42015,2020,3,650,900
Pennsylvania,51,PA,NORTHUMBERLAND,42017,2020,3,4600,8160
Pennsylvania,52,PA,SNYDER,42019,2020,3,2330,3130
Pennsylvania,53,PA,UNION,42021,2020,3,1920,2270
Pennsylvania,54,PA,CHESTER,42023,2020,3,17250,22190
Pennsylvania,55,PA,DELAWARE,42025,2020,3,21480,29860
Pennsylvania,56,PA,LACKAWANNA,42027,2020,3,9610,15830
Pennsylvania,57,PA,LANCASTER,42029,2020,3,28190,29200
Pennsylvania,58,PA,LEHIGH,42031,2020,3,17670,24700
Pennsylvania,59,PA,NORTHAMPTON,42033,2020,3,12720,17060
Pennsylvania,60,PA,LUZERNE,42035,2020,3,14990,28770
Pennsylvania,61,PA,SCHUYLKILL,42037,2020,3,7020,10150
Pennsylvania,62,PA,MONTGOMERY,42039,2020,3,31190,41880
Pennsylvania,63,PA,CAMERON,42041,2020,3,350,600
Pennsylvania,64,PA,CLEARFIELD,42043,2020,3,4250,7950
Pennsylvania,65,PA,ELK,42045,2020,3,3160,3690
Pennsylvania,66,PA,JEFFERSON,42047,2020,3,2310,4050
Pennsylvania,67,PA,MCKEAN,42049,2020,3,2010,3290
Pennsylvania,68,PA,POTTER,42051,2020,3,550,1610
Pennsylvania,69,PA,BRADFORD,42053,2020,3,1890,3380
Pennsylvania,70,PA,SULLIVAN,42055,2020,3,190,480
Pennsylvania,71,PA,SUSQUEHANNA,42057,2020,3,1090,2560
Pennsylvania,72,PA,TIOGA,42059,2020,3,1570,3850
Pennsylvania,73,PA,WYOMING,42061,2020,3,1200,2400
Pennsylvania,74,PA,CLARION,42063,2020,3,2100,3640
Pennsylvania,75,PA,CRAWFORD,42065,2020,3,4150,6740
Pennsylvania,76,PA,ERIE,42067,2020,3,13840,22620
Pennsylvania,77,PA,FOREST,42069,2020,3,200,450
Pennsylvania,78,PA,VENANGO,42071,2020,3,2260,4240
Pennsylvania,79,PA,WARREN,42073,2020,3,1240,2850
Pennsylvania,80,PA,PHILADELPHIA,42075,2020,3,54760,95170
Pennsylvania,81,PA,CARBON,42077,2020,3,3660,5720
Pennsylvania,82,PA,MONROE,42079,2020,3,7260,9840
Pennsylvania,83,PA,PIKE,42081,2020,3,1650,2510
Pennsylvania,84,PA,WAYNE,42083,2020,3,2180,4020
Pennsylvania,85,PA,ADAMS,42085,2020,3,4550,4820
Pennsylvania,86,PA,CUMBERLAND,42087,2020,3,9590,11170
Pennsylvania,87,PA,DAUPHIN,42089,2020,3,12190,16570
Pennsylvania,88,PA,FRANKLIN,42091,2020,3,4330,7250
Pennsylvania,89,PA,JUNIATA,42093,2020,3,1560,2040
Pennsylvania,90,PA,LEBANON,42095,2020,3,7100,9010
Pennsylvania,91,PA,PERRY,42097,2020,3,2150,2970
Pennsylvania,92,PA,YORK,42099,2020,3,21850,25900
Pennsylvania,93,PA,BEDFORD,42101,2020,3,2160,4620
Pennsylvania,94,PA,BLAIR,42103,2020,3,7010,10130
Pennsylvania,95,PA,CAMBRIA,42105,2020,3,6520,11470
Pennsylvania,96,PA,FULTON,42107,2020,3,440,1060
Pennsylvania,97,PA,HUNTINGDON,42109,2020,3,1990,4800
Pennsylvania,98,PA,SOMERSET,42111,2020,3,3560,7390
Pennsylvania,99,PA,BEAVER,42113,2020,3,9190,14630
Pennsylvania,100,PA,GREENE,42115,2020,3,1110,2690
Pennsylvania,101,PA,WASHINGTON,42117,2020,3,10080,17970
Pennsylvania,102,PA,ALLEGHENY,42119,2020,3,56150,86360
Pennsylvania,103,PA,ARMSTRONG,42121,2020,3,3630,7760
Pennsylvania,104,PA,BUTLER,42123,2020,3,9500,15230
Pennsylvania,105,PA,INDIANA,42125,2020,3,3410,6830
Pennsylvania,106,PA,LAWRENCE,42127,2020,3,4040,9560
Pennsylvania,107,PA,MERCER,42129,2020,3,5110,8390
Pennsylvania,108,PA,FAYETTE,42131,2020,3,7010,14540
Pennsylvania,109,PA,WESTMORELAND,42133,2020,3,19820,31620
Pennsylvania,110,PA,OUT OF STATE,,2020,3,15900,44130
Pennsylvania,43,PA,BERKS,42001,2020,2,1940,17470
Pennsylvania,44,PA,BUCKS,42003,2020,2,1830,20290
Pennsylvania,45,PA,CENTRE,42005,2020,2,450,3990
Pennsylvania,46,PA,CLINTON,42007,2020,2,230,2590
Pennsylvania,47,PA,COLUMBIA,42009,2020,2,410,3790
Pennsylvania,48,PA,LYCOMING,42011,2020,2,810,7140
Pennsylvania,49,PA,MIFFLIN,42013,2020,2,310,2550
Pennsylvania,50,PA,MONTOUR,42015,2020,2,50,570
Pennsylvania,51,PA,NORTHUMBERLAND,42017,2020,2,610,5810
Pennsylvania,52,PA,SNYDER,42019,2020,2,240,2170
Pennsylvania,53,PA,UNION,42021,2020,2,190,1400
Pennsylvania,54,PA,CHESTER,42023,2020,2,1010,11730
Pennsylvania,55,PA,DELAWARE,42025,2020,2,1630,17340
Pennsylvania,56,PA,LACKAWANNA,42027,2020,2,1050,10050
Pennsylvania,57,PA,LANCASTER,42029,2020,2,1870,16150
Pennsylvania,58,PA,LEHIGH,42031,2020,2,1720,14070
Pennsylvania,59,PA,NORTHAMPTON,42033,2020,2,1120,10710
Pennsylvania,60,PA,LUZERNE,42035,2020,2,2020,19560
Pennsylvania,61,PA,SCHUYLKILL,42037,2020,2,870,7140
Pennsylvania,62,PA,MONTGOMERY,42039,2020,2,2140,23460
Pennsylvania,63,PA,CAMERON,42041,2020,2,30,360
Pennsylvania,64,PA,CLEARFIELD,42043,2020,2,630,5790
Pennsylvania,65,PA,ELK,42045,2020,2,230,2320
Pennsylvania,66,PA,JEFFERSON,42047,2020,2,310,2760
Pennsylvania,67,PA,MCKEAN,42049,2020,2,230,2280
Pennsylvania,68,PA,POTTER,42051,2020,2,100,1270
Pennsylvania,69,PA,BRADFORD,42053,2020,2,240,2520
Pennsylvania,70,PA,SULLIVAN,42055,2020,2,40,360
Pennsylvania,71,PA,SUSQUEHANNA,42057,2020,2,190,2000
Pennsylvania,72,PA,TIOGA,42059,2020,2,430,2440
Pennsylvania,73,PA,WYOMING,42061,2020,2,180,1730
Pennsylvania,74,PA,CLARION,42063,2020,2,220,2340
Pennsylvania,75,PA,CRAWFORD,42065,2020,2,420,4220
Pennsylvania,76,PA,ERIE,42067,2020,2,1370,14170
Pennsylvania,77,PA,FOREST,42069,2020,2,20,340
Pennsylvania,78,PA,VENANGO,42071,2020,2,290,2740
Pennsylvania,79,PA,WARREN,42073,2020,2,220,1910
Pennsylvania,80,PA,PHILADELPHIA,42075,2020,2,5770,59890
Pennsylvania,81,PA,CARBON,42077,2020,2,370,3530
Pennsylvania,82,PA,MONROE,42079,2020,2,580,6470
Pennsylvania,83,PA,PIKE,42081,2020,2,140,1600
Pennsylvania,84,PA,WAYNE,42083,2020,2,240,2950
Pennsylvania,85,PA,ADAMS,42085,2020,2,370,2900
Pennsylvania,86,PA,CUMBERLAND,42087,2020,2,690,6520
Pennsylvania,87,PA,DAUPHIN,42089,2020,2,1040,9530
Pennsylvania,88,PA,FRANKLIN,42091,2020,2,750,5210
Pennsylvania,89,PA,JUNIATA,42093,2020,2,150,1450
Pennsylvania,90,PA,LEBANON,42095,2020,2,710,5370
Pennsylvania,91,PA,PERRY,42097,2020,2,200,2000
Pennsylvania,92,PA,YORK,42099,2020,2,1810,15000
Pennsylvania,93,PA,BEDFORD,42101,2020,2,440,3320
Pennsylvania,94,PA,BLAIR,42103,2020,2,600,5730
Pennsylvania,95,PA,CAMBRIA,42105,2020,2,740,7080
Pennsylvania,96,PA,FULTON,42107,2020,2,250,1010
Pennsylvania,97,PA,HUNTINGDON,42109,2020,2,410,3750
Pennsylvania,98,PA,SOMERSET,42111,2020,2,470,4890
Pennsylvania,99,PA,BEAVER,42113,2020,2,960,8860
Pennsylvania,100,PA,GREENE,42115,2020,2,210,1800
Pennsylvania,101,PA,WASHINGTON,42117,2020,2,1020,11010
Pennsylvania,102,PA,ALLEGHENY,42119,2020,2,4790,48260
Pennsylvania,103,PA,ARMSTRONG,42121,2020,2,550,5240
Pennsylvania,104,PA,BUTLER,42123,2020,2,940,9150
Pennsylvania,105,PA,INDIANA,42125,2020,2,520,4770
Pennsylvania,106,PA,LAWRENCE,42127,2020,2,510,6430
Pennsylvania,107,PA,MERCER,42129,2020,2,500,4940
Pennsylvania,108,PA,FAYETTE,42131,2020,2,880,9470
Pennsylvania,109,PA,WESTMORELAND,42133,2020,2,1940,19190
Pennsylvania,110,PA,OUT OF STATE,,2020,2,3140,35730
Pennsylvania,43,PA,BERKS,42001,2019,3,1980,19430
Pennsylvania,44,PA,BUCKS,42003,2019,3,1840,22220
Pennsylvania,45,PA,CENTRE,42005,2019,3,450,4140
Pennsylvania,46,PA,CLINTON,42007,2019,3,280,2780
Pennsylvania,47,PA,COLUMBIA,42009,2019,3,430,3920
Pennsylvania,48,PA,LYCOMING,42011,2019,3,820,7910
Pennsylvania,49,PA,MIFFLIN,42013,2019,3,260,2790
Pennsylvania,50,PA,MONTOUR,42015,2019,3,70,680
Pennsylvania,51,PA,NORTHUMBERLAND,42017,2019,3,640,6850
Pennsylvania,52,PA,SNYDER,42019,2019,3,300,2400
Pennsylvania,53,PA,UNION,42021,2019,3,230,1590
Pennsylvania,54,PA,CHESTER,42023,2019,3,1020,13180
Pennsylvania,55,PA,DELAWARE,42025,2019,3,1640,19550
Pennsylvania,56,PA,LACKAWANNA,42027,2019,3,1110,11770
Pennsylvania,57,PA,LANCASTER,42029,2019,3,2020,18470
Pennsylvania,58,PA,LEHIGH,42031,2019,3,1850,17120
Pennsylvania,59,PA,NORTHAMPTON,42033,2019,3,1230,12330
Pennsylvania,60,PA,LUZERNE,42035,2019,3,1820,21950
Pennsylvania,61,PA,SCHUYLKILL,42037,2019,3,850,8870
Pennsylvania,62,PA,MONTGOMERY,42039,2019,3,2220,27810
Pennsylvania,63,PA,CAMERON,42041,2019,3,40,350
Pennsylvania,64,PA,CLEARFIELD,42043,2019,3,610,5890
Pennsylvania,65,PA,ELK,42045,2019,3,200,1520
Pennsylvania,66,PA,JEFFERSON,42047,2019,3,250,2680
Pennsylvania,67,PA,MCKEAN,42049,2019,3,170,1960
Pennsylvania,68,PA,POTTER,42051,2019,3,90,1120
Pennsylvania,69,PA,BRADFORD,42053,2019,3,220,2530
Pennsylvania,70,PA,SULLIVAN,42055,2019,3,30,320
Pennsylvania,71,PA,SUSQUEHANNA,42057,2019,3,150,2320
Pennsylvania,72,PA,TIOGA,42059,2019,3,230,2570
Pennsylvania,73,PA,WYOMING,42061,2019,3,140,1860
Pennsylvania,74,PA,CLARION,42063,2019,3,360,2380
Pennsylvania,75,PA,CRAWFORD,42065,2019,3,450,4370
Pennsylvania,76,PA,ERIE,42067,2019,3,1860,16500
Pennsylvania,77,PA,FOREST,42069,2019,3,20,370
Pennsylvania,78,PA,VENANGO,42071,2019,3,230,2530
Pennsylvania,79,PA,WARREN,42073,2019,3,130,2000
Pennsylvania,80,PA,PHILADELPHIA,42075,2019,3,6150,64820
Pennsylvania,81,PA,CARBON,42077,2019,3,390,4550
Pennsylvania,82,PA,MONROE,42079,2019,3,610,7260
Pennsylvania,83,PA,PIKE,42081,2019,3,160,1970
Pennsylvania,84,PA,WAYNE,42083,2019,3,210,3040
Pennsylvania,85,PA,ADAMS,42085,2019,3,370,3180
Pennsylvania,86,PA,CUMBERLAND,42087,2019,3,780,7290
Pennsylvania,87,PA,DAUPHIN,42089,2019,3,1070,10790
Pennsylvania,88,PA,FRANKLIN,42091,2019,3,560,5370
Pennsylvania,89,PA,JUNIATA,42093,2019,3,150,1820
Pennsylvania,90,PA,LEBANON,42095,2019,3,550,5440
Pennsylvania,91,PA,PERRY,42097,2019,3,210,2220
Pennsylvania,92,PA,YORK,42099,2019,3,1700,16130
Pennsylvania,93,PA,BEDFORD,42101,2019,3,250,3130
Pennsylvania,94,PA,BLAIR,42103,2019,3,580,6040
Pennsylvania,95,PA,CAMBRIA,42105,2019,3,740,7000
Pennsylvania,96,PA,FULTON,42107,2019,3,80,760
Pennsylvania,97,PA,HUNTINGDON,42109,2019,3,340,3880
Pennsylvania,98,PA,SOMERSET,42111,2019,3,410,5230
Pennsylvania,99,PA,BEAVER,42113,2019,3,730,8200
Pennsylvania,100,PA,GREENE,42115,2019,3,170,1600
Pennsylvania,101,PA,WASHINGTON,42117,2019,3,950,11010
Pennsylvania,102,PA,ALLEGHENY,42119,2019,3,5440,55730
Pennsylvania,103,PA,ARMSTRONG,42121,2019,3,470,4840
Pennsylvania,104,PA,BUTLER,42123,2019,3,780,9120
Pennsylvania,105,PA,INDIANA,42125,2019,3,480,4360
Pennsylvania,106,PA,LAWRENCE,42127,2019,3,400,6050
Pennsylvania,107,PA,MERCER,42129,2019,3,420,4650
Pennsylvania,108,PA,FAYETTE,42131,2019,3,770,9320
Pennsylvania,109,PA,WESTMORELAND,42133,2019,3,1670,20150
Pennsylvania,110,PA,OUT OF STATE,,2019,3,3400,42230
