IDWD Research and Analysis,,,,,,,,,,
,,,,,,,,,,
Unemployment Insurance (UI) Claims,,,,,,,,,,
,,,,,,,,,,
Geography,State Fips,County Fips,Year,Month,Month Code,week,Initial Claims,Pct. Change from Same,,
,,,,,,,,Week Last Year,,
"Orange County, IN",18,117,2020,March,3,12,199,,100.00%,
"Orange County, IN",18,117,2020,March,3,13,641,,100.00%,
"Owen County, IN",18,119,2020,March,3,10,,(D),,(D)
"Owen County, IN",18,119,2020,March,3,11,,(D),,(D)
"Owen County, IN",18,119,2020,March,3,12,80,,100.00%,
"Owen County, IN",18,119,2020,March,3,13,213,,100.00%,
"Parke County, IN",18,121,2020,March,3,10,,(D),,(D)
"Parke County, IN",18,121,2020,March,3,11,,(D),,(D)
"Parke County, IN",18,121,2020,March,3,12,46,,100.00%,
"Parke County, IN",18,121,2020,March,3,13,136,,100.00%,
"Perry County, IN",18,123,2020,March,3,10,,(D),,(D)
"Perry County, IN",18,123,2020,March,3,12,100,,100.00%,
"Perry County, IN",18,123,2020,March,3,13,277,,100.00%,
"Pike County, IN",18,125,2020,March,3,10,,(D),,(D)
"Pike County, IN",18,125,2020,March,3,11,,(D),,(D)
"Pike County, IN",18,125,2020,March,3,12,51,,100.00%,
"Pike County, IN",18,125,2020,March,3,13,156,,100.00%,
"Porter County, IN",18,127,2020,March,3,10,69,,-36.10%,
"Porter County, IN",18,127,2020,March,3,11,74,,39.60%,
"Porter County, IN",18,127,2020,March,3,12,"1,547",,2994.00%,
"Porter County, IN",18,127,2020,March,3,13,"2,437",,5702.40%,
"Posey County, IN",18,129,2020,March,3,10,,(D),,(D)
"Posey County, IN",18,129,2020,March,3,11,,(D),,(D)
"Posey County, IN",18,129,2020,March,3,12,137,,100.00%,
"Posey County, IN",18,129,2020,March,3,13,252,,100.00%,
"Pulaski County, IN",18,131,2020,March,3,10,,(D),,(D)
"Pulaski County, IN",18,131,2020,March,3,11,,(D),,(D)
"Pulaski County, IN",18,131,2020,March,3,12,46,,100.00%,
"Pulaski County, IN",18,131,2020,March,3,13,94,,100.00%,
"Putnam County, IN",18,133,2020,March,3,10,10,,-44.40%,
"Putnam County, IN",18,133,2020,March,3,11,,(D),,(D)
"Putnam County, IN",18,133,2020,March,3,12,164,,100.00%,
"Putnam County, IN",18,133,2020,March,3,13,433,,100.00%,
"Randolph County, IN",18,135,2020,March,3,10,,(D),,(D)
"Randolph County, IN",18,135,2020,March,3,11,,(D),,(D)
"Randolph County, IN",18,135,2020,March,3,12,120,,100.00%,
"Randolph County, IN",18,135,2020,March,3,13,372,,100.00%,
"Ripley County, IN",18,137,2020,March,3,10,,(D),,(D)
"Ripley County, IN",18,137,2020,March,3,12,130,,100.00%,
"Ripley County, IN",18,137,2020,March,3,13,337,,100.00%,
"Rush County, IN",18,139,2020,March,3,10,,(D),,(D)
"Rush County, IN",18,139,2020,March,3,11,,(D),,(D)
"Rush County, IN",18,139,2020,March,3,12,103,,100.00%,
"Rush County, IN",18,139,2020,March,3,13,318,,100.00%,
"St. Joseph County, IN",18,141,2020,March,3,10,110,,37.50%,
"St. Joseph County, IN",18,141,2020,March,3,11,113,,24.20%,
"St. Joseph County, IN",18,141,2020,March,3,12,"2,422",,2890.10%,
"St. Joseph County, IN",18,141,2020,March,3,13,"6,089",,6177.30%,
"Scott County, IN",18,143,2020,March,3,10,11,,100.00%,
"Scott County, IN",18,143,2020,March,3,11,,(D),,(D)
"Scott County, IN",18,143,2020,March,3,12,226,,100.00%,
"Scott County, IN",18,143,2020,March,3,13,666,,100.00%,
"Shelby County, IN",18,145,2020,March,3,10,14,,16.70%,
"Shelby County, IN",18,145,2020,March,3,11,17,,21.40%,
"Shelby County, IN",18,145,2020,March,3,12,444,,3600.00%,
"Shelby County, IN",18,145,2020,March,3,13,887,,100.00%,
"Spencer County, IN",18,147,2020,March,3,10,,(D),,(D)
"Spencer County, IN",18,147,2020,March,3,11,,(D),,(D)
"Spencer County, IN",18,147,2020,March,3,12,85,,100.00%,
"Spencer County, IN",18,147,2020,March,3,13,225,,100.00%,
"Starke County, IN",18,149,2020,March,3,10,15,,36.40%,
"Starke County, IN",18,149,2020,March,3,11,,(D),,(D)
"Starke County, IN",18,149,2020,March,3,12,143,,100.00%,
"Starke County, IN",18,149,2020,March,3,13,306,,2960.00%,
"Steuben County, IN",18,151,2020,March,3,10,11,,-8.30%,
"Steuben County, IN",18,151,2020,March,3,11,,(D),,(D)
"Steuben County, IN",18,151,2020,March,3,12,268,,100.00%,
"Steuben County, IN",18,151,2020,March,3,13,"1,024",,100.00%,
"Sullivan County, IN",18,153,2020,March,3,10,,(D),,(D)
"Sullivan County, IN",18,153,2020,March,3,11,,(D),,(D)
"Sullivan County, IN",18,153,2020,March,3,12,110,,1000.00%,
"Sullivan County, IN",18,153,2020,March,3,13,222,,100.00%,
"Switzerland County, IN",18,155,2020,March,3,10,,(D),,(D)
"Switzerland County, IN",18,155,2020,March,3,11,,(D),,
"Switzerland County, IN",18,155,2020,March,3,12,97,,,
"Switzerland County, IN",18,155,2020,March,3,13,140,,,
"Tippecanoe County, IN",18,157,2020,March,3,10,44,,69.20%,
"Tippecanoe County, IN",18,157,2020,March,3,11,55,,111.50%,
"Tippecanoe County, IN",18,157,2020,March,3,12,"1,126",,4230.80%,
"Tippecanoe County, IN",18,157,2020,March,3,13,"2,238",,13064.70%,
"Tipton County, IN",18,159,2020,March,3,11,,(D),,(D)
"Tipton County, IN",18,159,2020,March,3,12,145,,100.00%,
"Tipton County, IN",18,159,2020,March,3,13,510,,5000.00%,
"Union County, IN",18,161,2020,March,3,10,,(D),,(D)
"Union County, IN",18,161,2020,March,3,11,,(D),,(D)
"Union County, IN",18,161,2020,March,3,12,33,,100.00%,
"Union County, IN",18,161,2020,March,3,13,74,,,
"Vanderburgh County, IN",18,163,2020,March,3,10,64,,12.30%,
"Vanderburgh County, IN",18,163,2020,March,3,11,83,,80.40%,
"Vanderburgh County, IN",18,163,2020,March,3,12,"1,808",,3187.30%,
"Vanderburgh County, IN",18,163,2020,March,3,13,"2,997",,6276.60%,
"Vermillion County, IN",18,165,2020,March,3,10,,(D),,(D)
"Vermillion County, IN",18,165,2020,March,3,11,,(D),,(D)
"Vermillion County, IN",18,165,2020,March,3,12,67,,100.00%,
"Vermillion County, IN",18,165,2020,March,3,13,165,,100.00%,
"Vigo County, IN",18,167,2020,March,3,10,38,,-15.60%,
"Vigo County, IN",18,167,2020,March,3,11,29,,-12.10%,
"Vigo County, IN",18,167,2020,March,3,12,892,,3203.70%,
"Vigo County, IN",18,167,2020,March,3,13,"1,506",,9312.50%,
"Wabash County, IN",18,169,2020,March,3,10,10,,100.00%,
"Wabash County, IN",18,169,2020,March,3,11,11,,100.00%,
"Wabash County, IN",18,169,2020,March,3,12,211,,100.00%,
"Wabash County, IN",18,169,2020,March,3,13,512,,100.00%,
"Warren County, IN",18,171,2020,March,3,11,,(D),,
"Warren County, IN",18,171,2020,March,3,12,26,,100.00%,
"Warren County, IN",18,171,2020,March,3,13,53,,100.00%,
"Warrick County, IN",18,173,2020,March,3,10,14,,-36.40%,
"Warrick County, IN",18,173,2020,March,3,11,21,,40.00%,
"Warrick County, IN",18,173,2020,March,3,12,368,,2353.30%,
"Warrick County, IN",18,173,2020,March,3,13,824,,8140.00%,
"Washington County, IN",18,175,2020,March,3,10,11,,100.00%,
"Washington County, IN",18,175,2020,March,3,11,14,,100.00%,
"Washington County, IN",18,175,2020,March,3,12,268,,100.00%,
"Washington County, IN",18,175,2020,March,3,13,619,,100.00%,
"Wayne County, IN",18,177,2020,March,3,10,29,,52.60%,
"Wayne County, IN",18,177,2020,March,3,11,22,,46.70%,
"Wayne County, IN",18,177,2020,March,3,12,623,,5091.70%,
"Wayne County, IN",18,177,2020,March,3,13,907,,5946.70%,
"Wells County, IN",18,179,2020,March,3,10,10,,100.00%,
"Wells County, IN",18,179,2020,March,3,11,,(D),,(D)
"Wells County, IN",18,179,2020,March,3,12,125,,100.00%,
"Wells County, IN",18,179,2020,March,3,13,578,,100.00%,
"White County, IN",18,181,2020,March,3,10,13,,100.00%,
"White County, IN",18,181,2020,March,3,11,10,,-16.70%,
"White County, IN",18,181,2020,March,3,12,118,,100.00%,
"White County, IN",18,181,2020,March,3,13,356,,100.00%,
"Whitley County, IN",18,183,2020,March,3,10,10,,100.00%,
"Whitley County, IN",18,183,2020,March,3,11,17,,100.00%,
"Whitley County, IN",18,183,2020,March,3,12,210,,100.00%,
"Whitley County, IN",18,183,2020,March,3,13,819,,100.00%,
Geography,State Fips,County Fips,Year,Month,Month Code,week,Initial Claims,Disclosure Code,Pct. Change from Same,Disclosure Code
,,,,,,,,,Week Last Year,
"Adams County, IN",18,1,2020,February,2,5,,(D),,(D)
"Adams County, IN",18,1,2020,February,2,6,10,,100.00%,
"Adams County, IN",18,1,2020,February,2,7,13,,100.00%,
"Adams County, IN",18,1,2020,February,2,8,49,,100.00%,
"Adams County, IN",18,1,2020,February,2,9,11,,10.00%,
"Allen County, IN",18,3,2020,February,2,5,137,,-8.70%,
"Allen County, IN",18,3,2020,February,2,6,156,,24.80%,
"Allen County, IN",18,3,2020,February,2,7,196,,66.10%,
"Allen County, IN",18,3,2020,February,2,8,424,,311.70%,
"Allen County, IN",18,3,2020,February,2,9,157,,80.50%,
"Bartholomew County, IN",18,5,2020,February,2,5,27,,17.40%,
"Bartholomew County, IN",18,5,2020,February,2,6,26,,4.00%,
"Bartholomew County, IN",18,5,2020,February,2,7,18,,38.50%,
"Bartholomew County, IN",18,5,2020,February,2,8,25,,-16.70%,
"Bartholomew County, IN",18,5,2020,February,2,9,14,,-22.20%,
"Benton County, IN",18,7,2020,February,2,5,,(D),,(D)
"Benton County, IN",18,7,2020,February,2,6,,(D),,(D)
"Benton County, IN",18,7,2020,February,2,7,,(D),,(D)
"Benton County, IN",18,7,2020,February,2,8,,(D),,(D)
"Benton County, IN",18,7,2020,February,2,9,,(D),,(D)
"Blackford County, IN",18,9,2020,February,2,5,,(D),,(D)
"Blackford County, IN",18,9,2020,February,2,6,,(D),,(D)
"Blackford County, IN",18,9,2020,February,2,7,,(D),,(D)
"Blackford County, IN",18,9,2020,February,2,8,,(D),,(D)
"Blackford County, IN",18,9,2020,February,2,9,,(D),,(D)
"Boone County, IN",18,11,2020,February,2,5,27,,28.60%,
"Boone County, IN",18,11,2020,February,2,6,,(D),,(D)
"Boone County, IN",18,11,2020,February,2,7,19,,58.30%,
"Boone County, IN",18,11,2020,February,2,8,12,,,
"Boone County, IN",18,11,2020,February,2,9,14,,7.70%,
"Brown County, IN",18,13,2020,February,2,5,,(D),,(D)
"Brown County, IN",18,13,2020,February,2,6,10,,100.00%,
"Brown County, IN",18,13,2020,February,2,7,,(D),,(D)
"Brown County, IN",18,13,2020,February,2,8,,(D),,(D)
"Brown County, IN",18,13,2020,February,2,9,,(D),,(D)
"Carroll County, IN",18,15,2020,February,2,5,,(D),,(D)
"Carroll County, IN",18,15,2020,February,2,6,,(D),,(D)
"Carroll County, IN",18,15,2020,February,2,7,,(D),,(D)
"Carroll County, IN",18,15,2020,February,2,8,,(D),,(D)
"Carroll County, IN",18,15,2020,February,2,9,,(D),,(D)
"Cass County, IN",18,17,2020,February,2,5,22,,4.80%,
"Cass County, IN",18,17,2020,February,2,6,12,,-7.70%,
"Cass County, IN",18,17,2020,February,2,7,20,,100.00%,
"Cass County, IN",18,17,2020,February,2,8,12,,-40.00%,
"Cass County, IN",18,17,2020,February,2,9,12,,-29.40%,
"Clark County, IN",18,19,2020,February,2,5,41,,36.70%,
"Clark County, IN",18,19,2020,February,2,6,35,,25.00%,
"Clark County, IN",18,19,2020,February,2,7,35,,34.60%,
"Clark County, IN",18,19,2020,February,2,8,26,,23.80%,
"Clark County, IN",18,19,2020,February,2,9,31,,40.90%,
"Clay County, IN",18,21,2020,February,2,5,14,,-6.70%,
"Clay County, IN",18,21,2020,February,2,6,,(D),,(D)
"Clay County, IN",18,21,2020,February,2,7,12,,,
"Clay County, IN",18,21,2020,February,2,8,12,,-25.00%,
"Clay County, IN",18,21,2020,February,2,9,12,,-73.90%,
"Clinton County, IN",18,23,2020,February,2,5,11,,10.00%,
"Clinton County, IN",18,23,2020,February,2,6,,(D),,(D)
"Clinton County, IN",18,23,2020,February,2,7,12,,100.00%,
"Clinton County, IN",18,23,2020,February,2,8,,(D),,(D)
"Clinton County, IN",18,23,2020,February,2,9,,(D),,(D)
"Crawford County, IN",18,25,2020,February,2,5,,(D),,(D)
"Crawford County, IN",18,25,2020,February,2,6,,(D),,(D)
"Crawford County, IN",18,25,2020,February,2,7,,(D),,(D)
"Crawford County, IN",18,25,2020,February,2,8,,(D),,
"Crawford County, IN",18,25,2020,February,2,9,,(D),,(D)
"Daviess County, IN",18,27,2020,February,2,5,,(D),,(D)
"Daviess County, IN",18,27,2020,February,2,6,,(D),,(D)
"Daviess County, IN",18,27,2020,February,2,7,,(D),,(D)
"Daviess County, IN",18,27,2020,February,2,8,15,,100.00%,
"Daviess County, IN",18,27,2020,February,2,9,,(D),,(D)
"Dearborn County, IN",18,29,2020,February,2,5,17,,30.80%,
"Dearborn County, IN",18,29,2020,February,2,6,14,,100.00%,
"Dearborn County, IN",18,29,2020,February,2,7,,(D),,(D)
"Dearborn County, IN",18,29,2020,February,2,8,12,,100.00%,
"Dearborn County, IN",18,29,2020,February,2,9,11,,100.00%,
"Decatur County, IN",18,31,2020,February,2,5,11,,,
"Decatur County, IN",18,31,2020,February,2,6,12,,100.00%,
"Decatur County, IN",18,31,2020,February,2,7,,(D),,(D)
"Decatur County, IN",18,31,2020,February,2,8,16,,100.00%,
"Decatur County, IN",18,31,2020,February,2,9,,(D),,(D)
"DeKalb County, IN",18,33,2020,February,2,5,12,,-20.00%,
"DeKalb County, IN",18,33,2020,February,2,6,15,,-16.70%,
"DeKalb County, IN",18,33,2020,February,2,7,23,,,
"DeKalb County, IN",18,33,2020,February,2,8,39,,100.00%,
"DeKalb County, IN",18,33,2020,February,2,9,22,,69.20%,
"Delaware County, IN",18,35,2020,February,2,5,57,,-14.90%,
"Delaware County, IN",18,35,2020,February,2,6,47,,17.50%,
"Delaware County, IN",18,35,2020,February,2,7,51,,13.30%,
"Delaware County, IN",18,35,2020,February,2,8,42,,40.00%,
"Delaware County, IN",18,35,2020,February,2,9,37,,32.10%,
"Dubois County, IN",18,37,2020,February,2,5,14,,-12.50%,
"Dubois County, IN",18,37,2020,February,2,6,10,,-41.20%,
"Dubois County, IN",18,37,2020,February,2,7,23,,53.30%,
"Dubois County, IN",18,37,2020,February,2,8,14,,-17.60%,
"Dubois County, IN",18,37,2020,February,2,9,,(D),,(D)
"Elkhart County, IN",18,39,2020,February,2,5,87,,-43.90%,
"Elkhart County, IN",18,39,2020,February,2,6,59,,-77.90%,
"Elkhart County, IN",18,39,2020,February,2,7,64,,-9.90%,
"Elkhart County, IN",18,39,2020,February,2,8,82,,9.30%,
"Elkhart County, IN",18,39,2020,February,2,9,70,,-41.70%,
"Fayette County, IN",18,41,2020,February,2,5,,(D),,(D)
"Fayette County, IN",18,41,2020,February,2,6,22,,100.00%,
"Fayette County, IN",18,41,2020,February,2,7,,(D),,(D)
"Fayette County, IN",18,41,2020,February,2,8,,(D),,(D)
"Fayette County, IN",18,41,2020,February,2,9,,(D),,(D)
"Floyd County, IN",18,43,2020,February,2,5,21,,31.30%,
"Floyd County, IN",18,43,2020,February,2,6,17,,21.40%,
"Floyd County, IN",18,43,2020,February,2,7,24,,100.00%,
"Floyd County, IN",18,43,2020,February,2,8,23,,100.00%,
"Floyd County, IN",18,43,2020,February,2,9,13,,100.00%,
"Fountain County, IN",18,45,2020,February,2,5,,(D),,(D)
"Fountain County, IN",18,45,2020,February,2,7,,(D),,(D)
"Fountain County, IN",18,45,2020,February,2,8,,(D),,(D)
"Fountain County, IN",18,45,2020,February,2,9,,(D),,(D)
"Franklin County, IN",18,47,2020,February,2,5,33,,37.50%,
"Franklin County, IN",18,47,2020,February,2,6,12,,20.00%,
"Franklin County, IN",18,47,2020,February,2,7,13,,100.00%,
"Franklin County, IN",18,47,2020,February,2,8,15,,100.00%,
"Franklin County, IN",18,47,2020,February,2,9,,(D),,(D)
"Fulton County, IN",18,49,2020,February,2,5,,(D),,(D)
"Fulton County, IN",18,49,2020,February,2,6,,(D),,(D)
"Fulton County, IN",18,49,2020,February,2,7,11,,100.00%,
"Fulton County, IN",18,49,2020,February,2,8,,(D),,(D)
"Fulton County, IN",18,49,2020,February,2,9,,(D),,(D)
"Gibson County, IN",18,51,2020,February,2,5,18,,20.00%,
"Gibson County, IN",18,51,2020,February,2,6,14,,-33.30%,
"Gibson County, IN",18,51,2020,February,2,7,18,,5.90%,
"Gibson County, IN",18,51,2020,February,2,8,11,,-15.40%,
"Gibson County, IN",18,51,2020,February,2,9,,(D),,(D)
"Grant County, IN",18,53,2020,February,2,5,23,,,
"Grant County, IN",18,53,2020,February,2,6,30,,30.40%,
"Grant County, IN",18,53,2020,February,2,7,30,,20.00%,
"Grant County, IN",18,53,2020,February,2,8,19,,35.70%,
"Grant County, IN",18,53,2020,February,2,9,23,,64.30%,
"Greene County, IN",18,55,2020,February,2,5,24,,-17.20%,
"Greene County, IN",18,55,2020,February,2,6,20,,,
"Greene County, IN",18,55,2020,February,2,7,20,,53.80%,
"Greene County, IN",18,55,2020,February,2,8,15,,-6.30%,
"Greene County, IN",18,55,2020,February,2,9,11,,-8.30%,
"Hamilton County, IN",18,57,2020,February,2,5,61,,-3.20%,
"Hamilton County, IN",18,57,2020,February,2,6,69,,6.20%,
"Hamilton County, IN",18,57,2020,February,2,7,68,,21.40%,
"Hamilton County, IN",18,57,2020,February,2,8,51,,8.50%,
"Hamilton County, IN",18,57,2020,February,2,9,66,,32.00%,
"Hancock County, IN",18,59,2020,February,2,5,25,,-7.40%,
"Hancock County, IN",18,59,2020,February,2,6,27,,-30.80%,
"Hancock County, IN",18,59,2020,February,2,7,18,,-10.00%,
"Hancock County, IN",18,59,2020,February,2,8,24,,9.10%,
"Hancock County, IN",18,59,2020,February,2,9,23,,76.90%,
"Harrison County, IN",18,61,2020,February,2,5,15,,-25.00%,
"Harrison County, IN",18,61,2020,February,2,6,21,,100.00%,
"Harrison County, IN",18,61,2020,February,2,7,10,,100.00%,
"Harrison County, IN",18,61,2020,February,2,8,,(D),,(D)
"Harrison County, IN",18,61,2020,February,2,9,10,,100.00%,
"Hendricks County, IN",18,63,2020,February,2,5,38,,-17.40%,
"Hendricks County, IN",18,63,2020,February,2,6,41,,-24.10%,
"Hendricks County, IN",18,63,2020,February,2,7,29,,-19.40%,
"Hendricks County, IN",18,63,2020,February,2,8,21,,-48.80%,
"Hendricks County, IN",18,63,2020,February,2,9,25,,-19.40%,
"Henry County, IN",18,65,2020,February,2,5,20,,-13.00%,
"Henry County, IN",18,65,2020,February,2,6,20,,25.00%,
"Henry County, IN",18,65,2020,February,2,7,12,,-40.00%,
"Henry County, IN",18,65,2020,February,2,8,14,,-41.70%,
"Henry County, IN",18,65,2020,February,2,9,14,,16.70%,
"Howard County, IN",18,67,2020,February,2,5,32,,-17.90%,
"Howard County, IN",18,67,2020,February,2,6,31,,-3.10%,
"Howard County, IN",18,67,2020,February,2,7,30,,15.40%,
"Howard County, IN",18,67,2020,February,2,8,39,,34.50%,
"Howard County, IN",18,67,2020,February,2,9,34,,9.70%,
"Huntington County, IN",18,69,2020,February,2,5,27,,92.90%,
"Huntington County, IN",18,69,2020,February,2,6,14,,-39.10%,
"Huntington County, IN",18,69,2020,February,2,7,11,,-21.40%,
"Huntington County, IN",18,69,2020,February,2,8,20,,17.60%,
"Huntington County, IN",18,69,2020,February,2,9,10,,-47.40%,
"Jackson County, IN",18,71,2020,February,2,5,13,,-7.10%,
"Jackson County, IN",18,71,2020,February,2,6,13,,-35.00%,
"Jackson County, IN",18,71,2020,February,2,7,,(D),,(D)
"Jackson County, IN",18,71,2020,February,2,8,20,,100.00%,
"Jackson County, IN",18,71,2020,February,2,9,,(D),,(D)
"Jasper County, IN",18,73,2020,February,2,5,35,,40.00%,
"Jasper County, IN",18,73,2020,February,2,6,25,,-35.90%,
"Jasper County, IN",18,73,2020,February,2,7,17,,30.80%,
"Jasper County, IN",18,73,2020,February,2,8,26,,8.30%,
"Jasper County, IN",18,73,2020,February,2,9,16,,6.70%,
"Jay County, IN",18,75,2020,February,2,5,,(D),,(D)
"Jay County, IN",18,75,2020,February,2,6,,(D),,(D)
"Jay County, IN",18,75,2020,February,2,7,,(D),,(D)
"Jay County, IN",18,75,2020,February,2,8,,(D),,(D)
"Jay County, IN",18,75,2020,February,2,9,,(D),,(D)
"Jefferson County, IN",18,77,2020,February,2,5,,(D),,(D)
"Jefferson County, IN",18,77,2020,February,2,6,10,,100.00%,
"Jefferson County, IN",18,77,2020,February,2,7,,(D),,(D)
"Jefferson County, IN",18,77,2020,February,2,8,,(D),,(D)
"Jefferson County, IN",18,77,2020,February,2,9,,(D),,(D)
"Jennings County, IN",18,79,2020,February,2,5,,(D),,(D)
"Jennings County, IN",18,79,2020,February,2,6,,(D),,(D)
"Jennings County, IN",18,79,2020,February,2,7,,(D),,(D)
"Jennings County, IN",18,79,2020,February,2,8,11,,100.00%,
"Jennings County, IN",18,79,2020,February,2,9,,(D),,(D)
"Johnson County, IN",18,81,2020,February,2,5,43,,-29.50%,
"Johnson County, IN",18,81,2020,February,2,6,43,,-23.20%,
"Johnson County, IN",18,81,2020,February,2,7,45,,-16.70%,
"Johnson County, IN",18,81,2020,February,2,8,45,,40.60%,
"Johnson County, IN",18,81,2020,February,2,9,31,,-24.40%,
"Knox County, IN",18,83,2020,February,2,5,22,,100.00%,
"Knox County, IN",18,83,2020,February,2,6,11,,100.00%,
"Knox County, IN",18,83,2020,February,2,7,10,,100.00%,
"Knox County, IN",18,83,2020,February,2,8,,(D),,(D)
"Knox County, IN",18,83,2020,February,2,9,,(D),,(D)
"Kosciusko County, IN",18,85,2020,February,2,5,24,,-31.40%,
"Kosciusko County, IN",18,85,2020,February,2,6,57,,16.30%,
"Kosciusko County, IN",18,85,2020,February,2,7,19,,5.60%,
"Kosciusko County, IN",18,85,2020,February,2,8,24,,-7.70%,
"Kosciusko County, IN",18,85,2020,February,2,9,15,,-55.90%,
"LaGrange County, IN",18,87,2020,February,2,5,,(D),,(D)
"LaGrange County, IN",18,87,2020,February,2,6,,(D),,(D)
"LaGrange County, IN",18,87,2020,February,2,7,,(D),,(D)
"LaGrange County, IN",18,87,2020,February,2,8,17,,30.80%,
"LaGrange County, IN",18,87,2020,February,2,9,,(D),,(D)
"Lake County, IN",18,89,2020,February,2,5,253,,10.00%,
"Lake County, IN",18,89,2020,February,2,6,221,,-15.30%,
"Lake County, IN",18,89,2020,February,2,7,181,,-4.20%,
"Lake County, IN",18,89,2020,February,2,8,240,,35.60%,
"Lake County, IN",18,89,2020,February,2,9,218,,5.80%,
"LaPorte County, IN",18,91,2020,February,2,5,77,,-17.20%,
"LaPorte County, IN",18,91,2020,February,2,6,72,,-4.00%,
"LaPorte County, IN",18,91,2020,February,2,7,53,,10.40%,
"LaPorte County, IN",18,91,2020,February,2,8,59,,13.50%,
"LaPorte County, IN",18,91,2020,February,2,9,42,,-8.70%,
"Lawrence County, IN",18,93,2020,February,2,5,16,,-27.30%,
"Lawrence County, IN",18,93,2020,February,2,6,18,,5.90%,
"Lawrence County, IN",18,93,2020,February,2,7,16,,45.50%,
"Lawrence County, IN",18,93,2020,February,2,8,16,,33.30%,
"Lawrence County, IN",18,93,2020,February,2,9,,(D),,(D)
"Madison County, IN",18,95,2020,February,2,5,59,,-4.80%,
"Madison County, IN",18,95,2020,February,2,6,62,,5.10%,
"Madison County, IN",18,95,2020,February,2,7,51,,24.40%,
"Madison County, IN",18,95,2020,February,2,8,44,,7.30%,
"Madison County, IN",18,95,2020,February,2,9,42,,10.50%,
"Marion County, IN",18,97,2020,February,2,5,416,,-20.30%,
"Marion County, IN",18,97,2020,February,2,6,410,,-9.50%,
"Marion County, IN",18,97,2020,February,2,7,382,,-8.80%,
"Marion County, IN",18,97,2020,February,2,8,348,,-9.10%,
"Marion County, IN",18,97,2020,February,2,9,324,,4.50%,
"Marshall County, IN",18,99,2020,February,2,5,21,,,
"Marshall County, IN",18,99,2020,February,2,6,10,,-75.00%,
"Marshall County, IN",18,99,2020,February,2,7,16,,100.00%,
"Marshall County, IN",18,99,2020,February,2,8,17,,100.00%,
"Marshall County, IN",18,99,2020,February,2,9,11,,-31.30%,
"Martin County, IN",18,101,2020,February,2,5,,(D),,(D)
"Martin County, IN",18,101,2020,February,2,6,,(D),,(D)
"Martin County, IN",18,101,2020,February,2,7,,(D),,(D)
"Martin County, IN",18,101,2020,February,2,8,,(D),,(D)
"Martin County, IN",18,101,2020,February,2,9,,(D),,(D)
"Miami County, IN",18,103,2020,February,2,5,11,,100.00%,
"Miami County, IN",18,103,2020,February,2,6,19,,5.60%,
"Miami County, IN",18,103,2020,February,2,7,14,,-12.50%,
"Miami County, IN",18,103,2020,February,2,8,14,,-12.50%,
"Miami County, IN",18,103,2020,February,2,9,14,,27.30%,
"Monroe County, IN",18,105,2020,February,2,5,21,,-53.30%,
"Monroe County, IN",18,105,2020,February,2,6,36,,12.50%,
"Monroe County, IN",18,105,2020,February,2,7,22,,-8.30%,
"Monroe County, IN",18,105,2020,February,2,8,27,,58.80%,
"Monroe County, IN",18,105,2020,February,2,9,16,,-15.80%,
"Montgomery County, IN",18,107,2020,February,2,5,14,,-6.70%,
"Montgomery County, IN",18,107,2020,February,2,6,15,,50.00%,
"Montgomery County, IN",18,107,2020,February,2,7,,(D),,(D)
"Montgomery County, IN",18,107,2020,February,2,8,,(D),,(D)
"Montgomery County, IN",18,107,2020,February,2,9,,(D),,(D)
"Morgan County, IN",18,109,2020,February,2,5,31,,-11.40%,
"Morgan County, IN",18,109,2020,February,2,6,24,,-31.40%,
"Morgan County, IN",18,109,2020,February,2,7,22,,4.80%,
"Morgan County, IN",18,109,2020,February,2,8,14,,-44.00%,
"Morgan County, IN",18,109,2020,February,2,9,30,,100.00%,
"Newton County, IN",18,111,2020,February,2,5,11,,100.00%,
"Newton County, IN",18,111,2020,February,2,6,,(D),,(D)
"Newton County, IN",18,111,2020,February,2,7,,(D),,(D)
"Newton County, IN",18,111,2020,February,2,8,,(D),,(D)
"Newton County, IN",18,111,2020,February,2,9,,(D),,(D)
"Noble County, IN",18,113,2020,February,2,5,19,,-13.60%,
"Noble County, IN",18,113,2020,February,2,6,,(D),,(D)
"Noble County, IN",18,113,2020,February,2,7,,(D),,(D)
"Noble County, IN",18,113,2020,February,2,8,25,,78.60%,
"Noble County, IN",18,113,2020,February,2,9,29,,61.10%,
"Ohio County, IN",18,115,2020,February,2,5,,(D),,(D)
"Ohio County, IN",18,115,2020,February,2,6,,(D),,(D)
"Ohio County, IN",18,115,2020,February,2,7,,(D),,(D)
"Ohio County, IN",18,115,2020,February,2,8,,(D),,(D)
"Ohio County, IN",18,115,2020,February,2,9,,(D),,(D)
"Orange County, IN",18,117,2020,February,2,5,,(D),,(D)
"Orange County, IN",18,117,2020,February,2,6,,(D),,(D)
"Orange County, IN",18,117,2020,February,2,7,13,,100.00%,
"Orange County, IN",18,117,2020,February,2,8,,(D),,(D)
"Owen County, IN",18,119,2020,February,2,5,13,,,
"Owen County, IN",18,119,2020,February,2,6,,(D),,(D)
"Owen County, IN",18,119,2020,February,2,7,,(D),,(D)
"Owen County, IN",18,119,2020,February,2,8,,(D),,(D)
"Owen County, IN",18,119,2020,February,2,9,,(D),,(D)
"Parke County, IN",18,121,2020,February,2,5,13,,100.00%,
"Parke County, IN",18,121,2020,February,2,6,,(D),,(D)
