"Table 1: Initial Claims by County of Residence
Grant,80,80,-,-
Graves,136,136,-,-
Grayson,259,259,-,-
Green,35,35,-,-
Greenup,95,95,-,-
Hancock,24,24,-,-
Hardin,"1,268","1,265",1,2
Harlan,115,115,-,-
Harrison,56,56,-,-
Hart,54,53,1,-
Henderson,98,98,-,-
Henry,48,48,-,-
Hickman,14,14,-,-
Hopkins,147,147,-,-
Jackson,46,46,-,-
Jefferson,"2,614","2,610",3,1
Jessamine,129,129,-,-
Johnson,92,91,1,-
Kenton,319,319,-,-
Knott,30,30,-,-
Knox,54,54,-,-
Larue,45,45,-,-
Laurel,150,150,-,-
Lawrence,52,51,-,1
Lee,20,20,-,-
Leslie,39,39,-,-
Letcher,75,75,-,-
Lewis,65,65,-,-
Lincoln,115,115,-,-
Livingston,48,48,-,-
Logan,58,58,-,-
Lyon,22,22,-,-
Madison,222,222,-,-
Magoffin,127,127,-,-
Marion,79,79,-,-
Marshall,193,193,-,-
Martin,49,49,-,-
Mason,49,49,-,-
McCracken,278,278,-,-
McCreary,38,38,-,-
McLean,37,37,-,-
Meade,80,80,-,-
Menifee,52,52,-,-
Mercer,71,70,1,-
Metcalfe,65,65,-,-
Monroe,35,35,-,-
Montgomery,111,111,-,-
Morgan,47,47,-,-
Muhlenberg,154,154,-,-
Nelson,185,185,-,-
Nicholas,21,21,-,-
Ohio,142,142,-,-
Oldham,93,93,-,-
Owen,29,29,-,-
Owsley,9,9,-,-
Pendleton,36,36,-,-
Perry,95,95,-,-
Pike,200,200,-,-
Powell,54,53,-,1
Pulaski,186,186,-,-
Robertson,4,4,-,-
Rockcastle,52,52,-,-
Rowan,79,79,-,-
Russell,42,42,-,-
Scott,128,128,-,-
Shelby,91,91,-,-
Simpson,52,52,-,-
Spencer,43,43,-,-
Taylor,95,95,-,-
Todd,23,23,-,-
Trigg,84,83,1,-
Trimble,26,26,-,-
Union,36,36,-,-
Warren,434,432,2,-
Washington,41,41,-,-
Wayne,60,60,-,-
Webster,41,41,-,-
Whitley,96,96,-,-
Wolfe,40,40,-,-
Woodford,58,58,-,-
Interstate,358,354,-,4
Commuter,865,865,-,-
,,,,
"Table 1: Initial Claims by County of Residence
December 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"20,008","19,974",19,15
Adair,71,71,-,-
Allen,72,72,-,-
Anderson,383,383,-,-
Ballard,40,40,-,-
Barren,239,234,5,-
Bath,138,138,-,-
Bell,61,61,-,-
Boone,238,238,-,-
Bourbon,46,46,-,-
Boyd,198,198,-,-
Boyle,110,110,-,-
Bracken,43,43,-,-
Breathitt,78,78,-,-
Breckinridge,112,112,-,-
Bullitt,361,361,-,-
Butler,67,67,-,-
Caldwell,62,62,-,-
Calloway,238,237,1,-
Campbell,162,162,-,-
Carlisle,17,17,-,-
Carroll,44,44,-,-
Carter,317,317,-,-
Casey,73,73,-,-
Christian,517,513,1,3
Clark,113,113,-,-
Clay,35,35,-,-
Clinton,33,33,-,-
Crittenden,34,34,-,-
Cumberland,42,42,-,-
Daviess,371,371,-,-
Edmonson,63,62,1,-
Elliott,76,76,-,-
Estill,63,63,-,-
Fayette,612,610,-,2
Fleming,88,88,-,-
Floyd,116,116,-,-
Franklin,231,231,-,-
Fulton,13,13,-,-
Gallatin,25,25,-,-
Garrard,61,61,-,-
Grant,94,94,-,-
Graves,152,152,-,-
Grayson,292,292,-,-
Green,61,61,-,-
Greenup,196,196,-,-
Hancock,17,17,-,-
Hardin,936,936,-,-
Harlan,141,141,-,-
Harrison,39,39,-,-
Hart,101,101,-,-
Henderson,111,111,-,-
Henry,56,56,-,-
Hickman,22,22,-,-
Hopkins,173,173,-,-
Jackson,52,52,-,-
Jefferson,"3,168","3,164",2,2
Jessamine,101,101,-,-
Johnson,90,90,-,-
Kenton,333,333,-,-
Knott,44,44,-,-
Knox,57,57,-,-
Larue,66,66,-,-
Laurel,145,145,-,-
Lawrence,75,75,-,-
Lee,35,35,-,-
Leslie,74,74,-,-
Letcher,87,86,1,-
Lewis,101,101,-,-
Lincoln,141,141,-,-
Livingston,73,73,-,-
Logan,83,83,-,-
Lyon,48,48,-,-
Madison,286,286,-,-
Magoffin,141,141,-,-
Marion,161,159,1,1
Marshall,195,195,-,-
Martin,30,30,-,-
Mason,93,93,-,-
McCracken,335,335,-,-
McCreary,62,62,-,-
McLean,39,39,-,-
Meade,120,120,-,-
Menifee,67,67,-,-
Mercer,88,88,-,-
Metcalfe,76,76,-,-
Monroe,63,63,-,-
Montgomery,167,166,-,1
Morgan,102,102,-,-
Muhlenberg,191,191,-,-
Nelson,453,453,-,-
Nicholas,30,30,-,-
Ohio,121,121,-,-
Oldham,113,113,-,-
Owen,23,23,-,-
Owsley,13,13,-,-
Pendleton,47,47,-,-
Perry,109,109,-,-
Pike,188,188,-,-
Powell,80,80,-,-
Pulaski,307,306,1,-
Robertson,13,13,-,-
Rockcastle,73,73,-,-
Rowan,156,156,-,-
Russell,52,52,-,-
Scott,147,147,-,-
Shelby,113,113,-,-
Simpson,85,85,-,-
Spencer,67,67,-,-
Taylor,264,264,-,-
Todd,39,39,-,-
Trigg,140,139,1,-
Trimble,29,29,-,-
Union,39,39,-,-
Warren,462,459,3,-
Washington,75,75,-,-
Wayne,88,88,-,-
Webster,44,44,-,-
Whitley,125,125,-,-
Wolfe,53,53,-,-
Woodford,44,44,-,-
Interstate,433,425,2,6
Commuter,940,940,-,-
,,,,
"Table 1: Initial Claims by County of Residence
November 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"13,302","13,262",29,11
Adair,48,48,-,-
Allen,61,61,-,-
Anderson,224,224,-,-
Ballard,43,43,-,-
Barren,191,181,10,-
Bath,50,50,-,-
Bell,44,42,2,-
Boone,185,185,-,-
Bourbon,45,45,-,-
Boyd,140,140,-,-
Boyle,72,72,-,-
Bracken,20,20,-,-
Breathitt,56,56,-,-
Breckinridge,68,68,-,-
Bullitt,232,232,-,-
Butler,44,44,-,-
Caldwell,59,59,-,-
Calloway,210,210,-,-
Campbell,124,121,3,-
Carlisle,15,15,-,-
Carroll,32,32,-,-
Carter,117,117,-,-
Casey,37,37,-,-
Christian,265,265,-,-
Clark,73,72,-,1
Clay,16,16,-,-
Clinton,30,30,-,-
Crittenden,26,26,-,-
Cumberland,18,18,-,-
Daviess,251,251,-,-
Edmonson,57,57,-,-
Elliott,30,30,-,-
Estill,26,26,-,-
Fayette,518,518,-,-
Fleming,54,54,-,-
Floyd,116,116,-,-
Franklin,99,99,-,-
Fulton,14,14,-,-
Gallatin,18,18,-,-
Garrard,47,47,-,-
Grant,51,51,-,-
Graves,128,128,-,-
Grayson,474,474,-,-
Green,33,33,-,-
Greenup,121,121,-,-
Hancock,8,8,-,-
Hardin,274,272,1,1
Harlan,78,78,-,-
Harrison,30,30,-,-
Hart,135,131,4,-
Henderson,106,106,-,-
Henry,39,39,-,-
Hickman,18,18,-,-
Hopkins,134,134,-,-
Jackson,40,40,-,-
Jefferson,"1,965","1,959",4,2
Jessamine,74,74,-,-
Johnson,61,61,-,-
Kenton,254,253,1,-
Knott,25,25,-,-
Knox,56,56,-,-
Larue,39,39,-,-
Laurel,111,111,-,-
Lawrence,47,47,-,-
Lee,15,15,-,-
Leslie,31,31,-,-
Letcher,63,63,-,-
Lewis,47,47,-,-
Lincoln,58,58,-,-
Livingston,32,32,-,-
Logan,54,54,-,-
Lyon,33,33,-,-
Madison,156,155,-,1
Magoffin,93,93,-,-
Marion,50,50,-,-
Marshall,149,149,-,-
Martin,9,9,-,-
Mason,45,45,-,-
McCracken,237,237,-,-
McCreary,35,35,-,-
McLean,27,27,-,-
Meade,57,57,-,-
Menifee,36,35,1,-
Mercer,96,96,-,-
Metcalfe,42,42,-,-
Monroe,14,14,-,-
Montgomery,82,82,-,-
Morgan,47,47,-,-
Muhlenberg,121,121,-,-
Nelson,166,166,-,-
Nicholas,24,24,-,-
Ohio,82,82,-,-
Oldham,76,76,-,-
Owen,26,26,-,-
Owsley,13,13,-,-
Pendleton,27,27,-,-
Perry,69,69,-,-
Pike,150,150,-,-
Powell,42,42,-,-
Pulaski,167,167,-,-
Robertson,2,2,-,-
Rockcastle,27,27,-,-
Rowan,78,78,-,-
Russell,56,56,-,-
Scott,104,104,-,-
Shelby,57,57,-,-
Simpson,93,93,-,-
Spencer,32,32,-,-
Taylor,86,86,-,-
Todd,23,23,-,-
Trigg,140,139,1,-
Trimble,21,21,-,-
Union,38,38,-,-
Warren,601,598,2,1
Washington,40,40,-,-
Wayne,59,59,-,-
Webster,34,34,-,-
Whitley,83,83,-,-
Wolfe,37,37,-,-
Woodford,70,70,-,-
Interstate,411,406,-,5
Commuter,663,663,-,-
,,,,
"Table 1: Initial Claims by County of Residence
October 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"9,995","9,963",23,9
Adair,37,37,-,-
Allen,37,37,-,-
Anderson,108,108,-,-
Ballard,25,25,-,-
Barren,142,138,4,-
Bath,31,31,-,-
Bell,47,45,2,-
Boone,210,210,-,-
Bourbon,52,52,-,-
Boyd,88,88,-,-
Boyle,67,67,-,-
Bracken,14,14,-,-
Breathitt,39,39,-,-
Breckinridge,47,47,-,-
Bullitt,128,128,-,-
Butler,28,28,-,-
Caldwell,36,36,-,-
Calloway,48,48,-,-
Campbell,115,115,-,-
Carlisle,11,11,-,-
Carroll,16,16,-,-
Carter,82,82,-,-
Casey,23,23,-,-
Christian,365,365,-,-
Clark,58,57,-,1
Clay,30,30,-,-
Clinton,38,38,-,-
Crittenden,19,19,-,-
Cumberland,7,7,-,-
Daviess,152,152,-,-
Edmonson,30,30,-,-
Elliott,19,19,-,-
Estill,21,21,-,-
Fayette,402,402,-,-
Fleming,46,46,-,-
Floyd,81,81,-,-
Franklin,133,133,-,-
Fulton,12,12,-,-
Gallatin,11,11,-,-
Garrard,27,27,-,-
Grant,48,48,-,-
Graves,77,75,2,-
Grayson,359,359,-,-
Green,17,17,-,-
Greenup,48,48,-,-
Hancock,12,12,-,-
Hardin,204,203,-,1
Harlan,56,56,-,-
Harrison,20,20,-,-
Hart,45,43,2,-
Henderson,143,143,-,-
Henry,39,39,-,-
Hickman,7,7,-,-
Hopkins,115,115,-,-
Jackson,34,34,-,-
Jefferson,"1,296","1,293",2,1
Jessamine,68,68,-,-
Johnson,47,47,-,-
Kenton,248,241,7,-
Knott,30,30,-,-
Knox,45,45,-,-
Larue,24,24,-,-
Laurel,102,102,-,-
Lawrence,35,35,-,-
Lee,16,16,-,-
Leslie,37,37,-,-
Letcher,74,74,-,-
Lewis,38,38,-,-
Lincoln,46,46,-,-
Livingston,26,26,-,-
Logan,52,52,-,-
Lyon,15,15,-,-
Madison,123,123,-,-
Magoffin,64,64,-,-
Marion,36,36,-,-
Marshall,66,66,-,-
Martin,10,10,-,-
Mason,26,26,-,-
McCracken,172,172,-,-
McCreary,30,30,-,-
McLean,19,19,-,-
Meade,43,43,-,-
Menifee,17,17,-,-
Mercer,109,108,1,-
Metcalfe,38,38,-,-
Monroe,20,20,-,-
Montgomery,58,58,-,-
Morgan,16,16,-,-
Muhlenberg,98,98,-,-
Nelson,85,85,-,-
Nicholas,27,27,-,-
Ohio,51,51,-,-
Oldham,57,57,-,-
Owen,16,16,-,-
Owsley,10,10,-,-
Pendleton,31,31,-,-
Perry,76,76,-,-
Pike,170,170,-,-
Powell,32,32,-,-
Pulaski,131,131,-,-
Robertson,4,4,-,-
Rockcastle,22,22,-,-
Rowan,64,64,-,-
Russell,44,44,-,-
Scott,88,88,-,-
Shelby,61,61,-,-
Simpson,76,76,-,-
Spencer,28,28,-,-
Taylor,26,26,-,-
Todd,53,53,-,-
Trigg,48,48,-,-
Trimble,33,33,-,-
Union,85,85,-,-
Warren,337,335,1,1
Washington,27,27,-,-
Wayne,63,63,-,-
Webster,38,38,-,-
Whitley,78,78,-,-
Wolfe,14,14,-,-
Woodford,85,85,-,-
Interstate,263,256,2,5
Commuter,522,522,-,-
,,,,
"Table 1: Initial Claims by County of Residence
September 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"9,872","9,809",36,27
Adair,20,20,-,-
Allen,43,43,-,-
Anderson,56,56,-,-
Ballard,22,22,-,-
Barren,125,125,-,-
Bath,33,33,-,-
Bell,66,64,2,-
Boone,146,146,-,-
Bourbon,38,38,-,-
Boyd,89,89,-,-
Boyle,85,85,-,-
Bracken,22,22,-,-
Breathitt,49,49,-,-
Breckinridge,34,34,-,-
Bullitt,167,167,-,-
Butler,29,29,-,-
Caldwell,45,45,-,-
Calloway,68,68,-,-
Campbell,94,85,8,1
Carlisle,10,10,-,-
Carroll,23,23,-,-
Carter,80,80,-,-
Casey,33,33,-,-
Christian,461,457,-,4
Clark,52,52,-,-
Clay,29,29,-,-
Clinton,18,18,-,-
Crittenden,22,22,-,-
Cumberland,14,14,-,-
Daviess,172,172,-,-
Edmonson,32,32,-,-
Elliott,23,23,-,-
Estill,23,22,1,-
Fayette,386,384,1,1
Fleming,25,25,-,-
Floyd,46,46,-,-
Franklin,72,72,-,-
Fulton,3,3,-,-
Gallatin,7,7,-,-
Garrard,33,33,-,-
Grant,29,29,-,-
Graves,61,61,-,-
Grayson,237,237,-,-
Green,15,15,-,-
Greenup,41,40,-,1
Hancock,16,16,-,-
Hardin,215,214,-,1
Harlan,55,55,-,-
Harrison,27,27,-,-
Hart,47,47,-,-
Henderson,55,55,-,-
Henry,35,35,-,-
Hickman,5,5,-,-
Hopkins,123,123,-,-
Jackson,15,15,-,-
Jefferson,"1,541","1,539",1,1
Jessamine,76,76,-,-
Johnson,36,36,-,-
Kenton,217,199,18,-
Knott,18,18,-,-
Knox,45,45,-,-
Larue,24,24,-,-
Laurel,81,81,-,-
Lawrence,41,41,-,-
Lee,19,19,-,-
Leslie,25,25,-,-
Letcher,34,34,-,-
Lewis,43,43,-,-
Lincoln,56,56,-,-
Livingston,15,15,-,-
Logan,68,68,-,-
Lyon,12,12,-,-
Madison,117,117,-,-
Magoffin,48,48,-,-
Marion,37,37,-,-
Marshall,80,80,-,-
Martin,14,14,-,-
Mason,35,35,-,-
McCracken,147,147,-,-
McCreary,27,27,-,-
McLean,25,25,-,-
Meade,48,48,-,-
Menifee,21,21,-,-
Mercer,98,97,1,-
Metcalfe,34,34,-,-
Monroe,35,35,-,-
Montgomery,62,62,-,-
Morgan,26,26,-,-
Muhlenberg,86,86,-,-
Nelson,83,83,-,-
Nicholas,21,21,-,-
Ohio,58,58,-,-
Oldham,58,57,-,1
Owen,10,10,-,-
Owsley,4,4,-,-
Pendleton,33,33,-,-
Perry,63,63,-,-
Pike,187,186,-,1
Powell,23,23,-,-
Pulaski,99,98,-,1
Robertson,5,5,-,-
Rockcastle,26,26,-,-
Rowan,45,45,-,-
Russell,40,39,-,1
Scott,76,76,-,-
Shelby,66,66,-,-
Simpson,113,113,-,-
Spencer,25,25,-,-
Taylor,33,33,-,-
Todd,46,46,-,-
Trigg,66,66,-,-
Trimble,34,34,-,-
Union,17,17,-,-
Warren,360,360,-,-
Washington,24,24,-,-
Wayne,41,41,-,-
Webster,17,17,-,-
Whitley,48,48,-,-
Wolfe,15,15,-,-
Woodford,60,60,-,-
Interstate,456,438,4,14
Commuter,558,558,-,-
,,,,
"Table 1: Initial Claims by County of Residence
August 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"9,430","9,398",18,14
Adair,38,38,-,-
Allen,23,23,-,-
Anderson,35,35,-,-
Ballard,32,32,-,-
Barren,117,117,-,-
Bath,32,32,-,-
Bell,61,61,-,-
Boone,162,158,4,-
Bourbon,38,38,-,-
Boyd,82,82,-,-
Boyle,90,90,-,-
Bracken,16,14,2,-
Breathitt,17,17,-,-
Breckinridge,54,54,-,-
Bullitt,206,206,-,-
Butler,23,23,-,-
Caldwell,32,32,-,-
Calloway,79,78,-,1
Campbell,97,97,-,-
Carlisle,4,4,-,-
Carroll,26,26,-,-
Carter,76,76,-,-
Casey,32,32,-,-
Christian,149,149,-,-
Clark,62,62,-,-
Clay,26,26,-,-
Clinton,18,18,-,-
Crittenden,18,18,-,-
Cumberland,10,10,-,-
Daviess,188,188,-,-
Edmonson,18,18,-,-
Elliott,15,15,-,-
Estill,27,27,-,-
Fayette,406,405,1,-
Fleming,23,23,-,-
Floyd,51,51,-,-
Franklin,81,81,-,-
Fulton,5,5,-,-
Gallatin,6,6,-,-
Garrard,35,35,-,-
Grant,42,42,-,-
Graves,73,73,-,-
Grayson,72,72,-,-
Green,14,14,-,-
Greenup,40,40,-,-
Hancock,27,27,-,-
Hardin,246,243,-,3
Harlan,70,70,-,-
Harrison,29,29,-,-
Hart,26,26,-,-
Henderson,55,55,-,-
Henry,60,60,-,-
Hickman,10,10,-,-
Hopkins,70,70,-,-
Jackson,23,23,-,-
Jefferson,"1,908","1,907",1,-
Jessamine,68,68,-,-
Johnson,45,45,-,-
Kenton,201,194,6,1
Knott,26,26,-,-
Knox,51,51,-,-
Larue,22,22,-,-
Laurel,96,96,-,-
Lawrence,20,20,-,-
Lee,10,10,-,-
Leslie,22,22,-,-
Letcher,66,66,-,-
Lewis,29,28,-,1
Lincoln,79,79,-,-
Livingston,29,29,-,-
Logan,48,48,-,-
Lyon,6,6,-,-
Madison,153,153,-,-
Magoffin,49,49,-,-
Marion,60,60,-,-
Marshall,73,73,-,-
Martin,17,17,-,-
Mason,46,46,-,-
McCracken,184,183,-,1
McCreary,24,24,-,-
McLean,25,25,-,-
Meade,60,60,-,-
Menifee,12,11,1,-
Mercer,40,40,-,-
Metcalfe,45,45,-,-
Monroe,26,26,-,-
Montgomery,82,82,-,-
Morgan,19,19,-,-
Muhlenberg,66,66,-,-
Nelson,115,115,-,-
Nicholas,18,18,-,-
Ohio,61,61,-,-
Oldham,93,93,-,-
Owen,9,9,-,-
Owsley,3,3,-,-
Pendleton,13,13,-,-
Perry,52,52,-,-
Pike,101,101,-,-
Powell,16,16,-,-
Pulaski,107,107,-,-
Robertson,-,-,-,-
Rockcastle,25,25,-,-
Rowan,55,55,-,-
Russell,27,27,-,-
Scott,81,81,-,-
Shelby,131,131,-,-
Simpson,49,49,-,-
Spencer,58,58,-,-
Taylor,45,45,-,-
Todd,16,16,-,-
Trigg,23,23,-,-
Trimble,19,19,-,-
Union,18,18,-,-
Warren,190,189,1,-
Washington,21,21,-,-
Wayne,37,37,-,-
Webster,20,20,-,-
Whitley,43,43,-,-
Wolfe,15,15,-,-
Woodford,31,31,-,-
Interstate,289,280,2,7
Commuter,575,575,-,-
,,,,
"Table 1: Initial Claims by County of Residence
July 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"17,896","17,843",40,13
Adair,35,35,-,-
Allen,36,36,-,-
Anderson,245,245,-,-
Ballard,37,37,-,-
Barren,224,224,-,-
Bath,79,79,-,-
Bell,76,76,-,-
Boone,215,202,13,-
Bourbon,41,41,-,-
Boyd,68,68,-,-
Boyle,92,92,-,-
Bracken,10,9,1,-
Breathitt,26,26,-,-
Breckinridge,67,67,-,-
Bullitt,236,235,-,1
Butler,20,20,-,-
Caldwell,44,44,-,-
Calloway,80,80,-,-
Campbell,118,117,1,-
Carlisle,17,17,-,-
Carroll,16,16,-,-
Carter,107,107,-,-
Casey,344,344,-,-
Christian,207,203,-,4
Clark,69,69,-,-
Clay,32,32,-,-
Clinton,21,21,-,-
Crittenden,13,13,-,-
Cumberland,14,14,-,-
Daviess,265,265,-,-
Edmonson,39,39,-,-
Elliott,14,14,-,-
Estill,27,27,-,-
Fayette,644,644,-,-
Fleming,44,44,-,-
Floyd,63,63,-,-
Franklin,110,110,-,-
Fulton,9,9,-,-
Gallatin,19,19,-,-
Garrard,45,45,-,-
Grant,50,46,4,-
Graves,95,95,-,-
Grayson,193,193,-,-
Green,37,37,-,-
Greenup,50,49,1,-
Hancock,19,19,-,-
Hardin,"1,303","1,300",1,2
Harlan,360,360,-,-
Harrison,34,34,-,-
Hart,35,35,-,-
Henderson,52,52,-,-
Henry,47,47,-,-
Hickman,13,13,-,-
Hopkins,118,118,-,-
Jackson,16,16,-,-
Jefferson,"5,870","5,867",2,1
Jessamine,78,78,-,-
Johnson,32,32,-,-
Kenton,249,241,8,-
Knott,28,28,-,-
Knox,63,63,-,-
Larue,45,45,-,-
Laurel,126,126,-,-
Lawrence,30,30,-,-
Lee,5,5,-,-
Leslie,97,97,-,-
Letcher,129,129,-,-
Lewis,44,44,-,-
Lincoln,88,88,-,-
Livingston,18,18,-,-
Logan,61,61,-,-
Lyon,21,21,-,-
Madison,165,164,1,-
Magoffin,52,52,-,-
Marion,78,78,-,-
Marshall,93,93,-,-
Martin,19,19,-,-
Mason,70,70,-,-
McCracken,152,152,-,-
McCreary,32,32,-,-
McLean,29,29,-,-
Meade,78,76,2,-
Menifee,35,35,-,-
Mercer,59,59,-,-
Metcalfe,39,39,-,-
Monroe,41,41,-,-
Montgomery,156,156,-,-
Morgan,25,25,-,-
Muhlenberg,87,87,-,-
Nelson,196,196,-,-
Nicholas,11,11,-,-
Ohio,87,87,-,-
Oldham,84,84,-,-
Owen,15,15,-,-
Owsley,6,6,-,-
Pendleton,14,14,-,-
Perry,66,66,-,-
Pike,110,110,-,-
Powell,27,27,-,-
Pulaski,400,400,-,-
Robertson,5,5,-,-
Rockcastle,19,19,-,-
Rowan,78,78,-,-
Russell,29,29,-,-
Scott,123,123,-,-
Shelby,154,154,-,-
Simpson,62,62,-,-
Spencer,49,49,-,-
Taylor,184,184,-,-
Todd,17,17,-,-
Trigg,32,32,-,-
Trimble,24,24,-,-
Union,24,24,-,-
Warren,292,290,2,-
Washington,38,38,-,-
Wayne,53,53,-,-
Webster,27,27,-,-
Whitley,57,56,-,1
Wolfe,12,12,-,-
Woodford,78,78,-,-
Interstate,322,314,4,4
Commuter,717,717,-,-
,,,,
"Table 1: Initial Claims by County of Residence
June 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"11,203","11,189",9,5
Adair,34,34,-,-
Allen,29,29,-,-
Anderson,44,44,-,-
Ballard,25,25,-,-
Barren,89,89,-,-
Bath,27,27,-,-
Bell,61,60,-,1
Boone,137,137,-,-
Bourbon,34,34,-,-
Boyd,66,66,-,-
Boyle,81,81,-,-
Bracken,15,15,-,-
Breathitt,30,30,-,-
Breckinridge,39,39,-,-
Bullitt,224,224,-,-
Butler,34,34,-,-
Caldwell,47,46,-,1
Calloway,339,339,-,-
Campbell,74,74,-,-
Carlisle,5,5,-,-
Carroll,21,21,-,-
Carter,115,115,-,-
Casey,30,30,-,-
Christian,151,148,2,1
Clark,50,50,-,-
Clay,31,30,-,1
Clinton,9,9,-,-
Crittenden,10,10,-,-
Cumberland,11,11,-,-
Daviess,162,162,-,-
Edmonson,20,20,-,-
Elliott,20,20,-,-
Estill,41,41,-,-
Fayette,483,483,-,-
Fleming,32,32,-,-
Floyd,37,37,-,-
Franklin,87,87,-,-
Fulton,14,14,-,-
Gallatin,11,11,-,-
Garrard,29,29,-,-
Grant,27,27,-,-
Graves,83,83,-,-
Grayson,67,67,-,-
Green,21,21,-,-
Greenup,60,60,-,-
Hancock,10,10,-,-
Hardin,"1,148","1,145",3,-
Harlan,37,37,-,-
Harrison,19,19,-,-
Hart,26,26,-,-
Henderson,41,41,-,-
Henry,21,21,-,-
Hickman,6,6,-,-
